Position,Track Name,Artist,Streams,ADMIN
9,"Torete - From ""Love You to the Stars And Back""",Moira Dela Torre,134508,Philippines
10,I Like Me Better,Lauv,133557,Philippines
1,Look What You Made Me Do,Taylor Swift,19236,Taiwan
2,What Lovers Do (feat. SZA),Maroon 5,18344,Taiwan
3,Dusk Till Dawn - Radio Edit,ZAYN,17752,Taiwan
4,Too Good At Goodbyes - Edit,Sam Smith,17560,Taiwan
5,?? - ???<???????>???,Crowd Lu,16144,Taiwan
6,Havana,Camila Cabello,15209,Taiwan
7,Something Just Like This,The Chainsmokers,14934,Taiwan
8,New Rules,Dua Lipa,14752,Taiwan
9,Friends (with BloodPop®),Justin Bieber,14615,Taiwan
10,rockstar,Post Malone,14255,Taiwan
1,rockstar,Post Malone,62385,New Zealand
2,Young Dumb & Broke,Khalid,44126,New Zealand
3,Havana,Camila Cabello,42489,New Zealand
4,New Rules,Dua Lipa,39559,New Zealand
5,Too Good At Goodbyes - Edit,Sam Smith,37914,New Zealand
6,Glorious (feat. Skylar Grey),Macklemore,34489,New Zealand
7,Silence,Marshmello,34356,New Zealand
8,1-800-273-8255,Logic,33720,New Zealand
9,Sorry Not Sorry,Demi Lovato,31955,New Zealand
10,I Like Me Better,Lauv,29422,New Zealand
1,New Rules,Dua Lipa,50372,Turkey
2,Raf,Deeperise,45939,Turkey
3,Dönersen Isl?k Çal,Manu? Baba,44689,Turkey
4,Sen Olsan Bari,Aleyna Tilki,41361,Turkey
5,rockstar,Post Malone,39419,Turkey
6,Ete?i Belinde,Manu? Baba,38503,Turkey
7,Ya Bu ??ler Ne,Mabel Matiz,36007,Turkey
8,Look What You Made Me Do,Taylor Swift,34604,Turkey
9,Dusk Till Dawn - Radio Edit,ZAYN,33907,Turkey
10,Mi Gente,J Balvin,33671,Turkey
1,rockstar,Post Malone,2291006,United States
2,Bodak Yellow,Cardi B,1196271,United States
3,1-800-273-8255,Logic,1112734,United States
4,Bank Account,21 Savage,1018626,United States
5,XO TOUR Llif3,Lil Uzi Vert,866104,United States
6,Sorry Not Sorry,Demi Lovato,803058,United States
7,Young Dumb & Broke,Khalid,797132,United States
8,Unforgettable,French Montana,788079,United States
9,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,732385,United States
10,Congratulations,Post Malone,712289,United States
1,Mayores,Becky G,5300,El Salvador
2,Robarte un Beso,Carlos Vives,5242,El Salvador
3,Mi Gente,J Balvin,4792,El Salvador
4,Me Rehúso,Danny Ocean,4767,El Salvador
5,Bonita,J Balvin,4635,El Salvador
6,Krippy Kush,Farruko,4599,El Salvador
7,Báilame - Remix,Nacho,4384,El Salvador
8,Se Preparó,Ozuna,4290,El Salvador
9,Una Lady Como Tú,Manuel Turizo,4248,El Salvador
10,Escápate Conmigo,Wisin,4051,El Salvador
1,Una Lady Como Tú,Manuel Turizo,18236,Costa Rica
2,Mi Gente,J Balvin,17027,Costa Rica
3,Me Rehúso,Danny Ocean,16521,Costa Rica
4,Mayores,Becky G,16023,Costa Rica
5,Robarte un Beso,Carlos Vives,14048,Costa Rica
6,Se Preparó,Ozuna,13980,Costa Rica
7,Bonita,J Balvin,13429,Costa Rica
8,Escápate Conmigo,Wisin,13238,Costa Rica
9,Tú Foto,Ozuna,12432,Costa Rica
10,Ahora Dice,Chris Jeday,11884,Costa Rica
1,rockstar,Post Malone,373094,Germany
2,Sturmmaske Auf [Intro],Kollegah,323439,Germany
3,Zieh' den Rucksack aus,Kollegah,296989,Germany
4,Senorita,Kay One,279545,Germany
5,More Than You Know,Axwell /\ Ingrosso,256120,Germany
6,New Rules,Dua Lipa,230174,Germany
7,Havana,Camila Cabello,211153,Germany
8,Mi Gente,J Balvin,210494,Germany
9,Dusk Till Dawn - Radio Edit,ZAYN,207661,Germany
10,Silence,Marshmello,205762,Germany
1,Se Preparó,Ozuna,125126,Chile
2,Mayores,Becky G,122010,Chile
3,Báilame - Remix,Nacho,121516,Chile
4,Mi Gente,J Balvin,114998,Chile
5,Me Rehúso,Danny Ocean,111584,Chile
6,Bonita,J Balvin,107501,Chile
7,Criminal,Natti Natasha,94174,Chile
8,Escápate Conmigo,Wisin,93291,Chile
9,Bella y Sensual,Romeo Santos,92139,Chile
10,Como Antes,Yandel,86408,Chile
1,Shape of You,Ed Sheeran,22719,Japan
2,????,DAOKO×????,17172,Japan
3,Look What You Made Me Do,Taylor Swift,15593,Japan
4,Sorry Not Sorry,Demi Lovato,13675,Japan
5,New Rules,Dua Lipa,13673,Japan
6,Friends (with BloodPop®),Justin Bieber,13549,Japan
7,DNA,BTS,12470,Japan
8,What Lovers Do (feat. SZA),Maroon 5,12291,Japan
9,Despacito - Remix,Luis Fonsi,12070,Japan
10,Mama,Jonas Blue,11751,Japan
1,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer,270127,Brazil
2,Fazer Falta,Mc Livinho,266975,Brazil
3,Corpo Sensual,Pabllo Vittar,266564,Brazil
4,Encaixa,MC Kevinho,257401,Brazil
5,Ar-Condicionado No 15 - Ao Vivo,Wesley Safadão,249886,Brazil
6,K.O.,Pabllo Vittar,240662,Brazil
7,Deixe Me Ir - Acústico,1Kilo,238332,Brazil
8,Raspão - Ao Vivo,Henrique & Diego,236702,Brazil
9,Vidinha de Balada - Ao Vivo,Henrique & Juliano,224303,Brazil
10,Regime Fechado - Ao Vivo,Simone & Simaria,216778,Brazil
1,Mayores,Becky G,5394,Honduras
2,Me Rehúso,Danny Ocean,5368,Honduras
3,Mi Gente,J Balvin,5103,Honduras
4,Krippy Kush,Farruko,4867,Honduras
5,Báilame - Remix,Nacho,4853,Honduras
6,Una Lady Como Tú,Manuel Turizo,4593,Honduras
7,Bonita,J Balvin,4591,Honduras
8,Robarte un Beso,Carlos Vives,4559,Honduras
9,El Farsante,Ozuna,4357,Honduras
10,Se Preparó,Ozuna,4117,Honduras
1,Me Rehúso,Danny Ocean,8678,Guatemala
2,Robarte un Beso,Carlos Vives,8553,Guatemala
3,Se Preparó,Ozuna,8370,Guatemala
4,Bonita,J Balvin,7585,Guatemala
5,Mi Gente,J Balvin,7504,Guatemala
6,Que Va,Alex Sensation,7491,Guatemala
7,Mayores,Becky G,7328,Guatemala
8,Una Lady Como Tú,Manuel Turizo,7074,Guatemala
9,Escápate Conmigo,Wisin,7031,Guatemala
10,Báilame - Remix,Nacho,6995,Guatemala
1,rockstar,Post Malone,31674,Switzerland
2,New Rules,Dua Lipa,17854,Switzerland
3,Dusk Till Dawn - Radio Edit,ZAYN,17845,Switzerland
4,More Than You Know,Axwell /\ Ingrosso,17523,Switzerland
5,Unforgettable,French Montana,17115,Switzerland
6,Havana,Camila Cabello,16817,Switzerland
7,Mi Gente,J Balvin,16534,Switzerland
8,Glorious (feat. Skylar Grey),Macklemore,15576,Switzerland
9,Thunder,Imagine Dragons,15022,Switzerland
10,Too Good At Goodbyes - Edit,Sam Smith,14754,Switzerland
1,rockstar,Post Malone,8770,Hungary
2,New Rules,Dua Lipa,7542,Hungary
3,Dusk Till Dawn - Radio Edit,ZAYN,7143,Hungary
4,More Than You Know,Axwell /\ Ingrosso,6934,Hungary
5,Havana,Camila Cabello,6744,Hungary
6,Look What You Made Me Do,Taylor Swift,5643,Hungary
7,Thunder,Imagine Dragons,5609,Hungary
8,Without You (feat. Sandro Cavazza),Avicii,5533,Hungary
9,Silence,Marshmello,5305,Hungary
10,Mi Gente,J Balvin,5281,Hungary
1,rockstar,Post Malone,322422,Canada
2,Unforgettable,French Montana,119367,Canada
3,1-800-273-8255,Logic,116948,Canada
4,Bodak Yellow,Cardi B,113332,Canada
5,Havana,Camila Cabello,110303,Canada
6,Bank Account,21 Savage,105786,Canada
7,Too Good At Goodbyes - Edit,Sam Smith,100206,Canada
8,Silence,Marshmello,99428,Canada
9,Dusk Till Dawn - Radio Edit,ZAYN,98920,Canada
10,XO TOUR Llif3,Lil Uzi Vert,98051,Canada
1,Mayores,Becky G,63167,Peru
2,Me Rehúso,Danny Ocean,61501,Peru
3,Báilame - Remix,Nacho,60209,Peru
4,Una Lady Como Tú,Manuel Turizo,55196,Peru
5,Robarte un Beso,Carlos Vives,54902,Peru
6,Mi Gente,J Balvin,52729,Peru
7,Felices los 4,Maluma,46750,Peru
8,Bonita,J Balvin,44709,Peru
9,Escápate Conmigo,Wisin,43286,Peru
10,Krippy Kush,Farruko,41328,Peru
1,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,33185,Belgium
2,rockstar,Post Malone,28291,Belgium
3,New Rules,Dua Lipa,28099,Belgium
4,Where Did You Go (Summer Love),Regi,23873,Belgium
5,I Like Me Better,Lauv,22194,Belgium
6,Here With You,Lost Frequencies,21663,Belgium
7,Silence,Marshmello,21538,Belgium
8,Dusk Till Dawn - Radio Edit,ZAYN,21327,Belgium
9,Too Good At Goodbyes - Edit,Sam Smith,20781,Belgium
10,Réseaux,Niska,20338,Belgium
1,Dusk Till Dawn - Radio Edit,ZAYN,51288,Malaysia
2,Too Good At Goodbyes - Edit,Sam Smith,45633,Malaysia
3,Perfect,Ed Sheeran,40764,Malaysia
4,New Rules,Dua Lipa,36596,Malaysia
5,Look What You Made Me Do,Taylor Swift,31120,Malaysia
6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,30803,Malaysia
7,Havana,Camila Cabello,28561,Malaysia
8,What Lovers Do (feat. SZA),Maroon 5,28061,Malaysia
9,DNA,BTS,25542,Malaysia
10,Feels,Calvin Harris,25330,Malaysia
1,rockstar,Post Malone,132131,Denmark
2,Gi Mig Det Hele,NODE,77503,Denmark
3,Dedikeret,Molo,74910,Denmark
4,1-800-273-8255,Logic,68330,Denmark
5,Too Good At Goodbyes - Edit,Sam Smith,64746,Denmark
6,Top 10,Fie Laursen,55545,Denmark
7,Comme Ci Comme Ça,Basim,54675,Denmark
8,Følelsen,KESI,53732,Denmark
9,Good Together,Scarlet Pleasure,51685,Denmark
10,Silence,Marshmello,49745,Denmark
1,Me Rehúso,Danny Ocean,7137,Bolivia
2,Mayores,Becky G,6425,Bolivia
3,Mi Gente,J Balvin,6210,Bolivia
4,Robarte un Beso,Carlos Vives,6142,Bolivia
5,Báilame - Remix,Nacho,5593,Bolivia
6,Bonita,J Balvin,5466,Bolivia
7,Suena El Dembow,Joey Montana,5464,Bolivia
8,Felices los 4,Maluma,5388,Bolivia
9,Escápate Conmigo,Wisin,5356,Bolivia
10,Una Lady Como Tú,Manuel Turizo,5337,Bolivia
1,Dusk Till Dawn - Radio Edit,ZAYN,36675,Poland
2,rockstar,Post Malone,33846,Poland
3,New Rules,Dua Lipa,31205,Poland
4,Thunder,Imagine Dragons,30173,Poland
5,More Than You Know,Axwell /\ Ingrosso,28784,Poland
6,Candy,Quebonafide,27515,Poland
7,Havana,Camila Cabello,25331,Poland
8,Look What You Made Me Do,Taylor Swift,24685,Poland
9,Half Dead,Quebonafide,24642,Poland
10,Friends (with BloodPop®),Justin Bieber,23734,Poland
1,rockstar,Post Malone,18462,Austria
2,More Than You Know,Axwell /\ Ingrosso,14794,Austria
3,Dusk Till Dawn - Radio Edit,ZAYN,14050,Austria
4,Senorita,Kay One,13012,Austria
5,Sturmmaske Auf [Intro],Kollegah,12804,Austria
6,I Like Me Better,Lauv,12431,Austria
7,Glorious (feat. Skylar Grey),Macklemore,12120,Austria
8,New Rules,Dua Lipa,12077,Austria
9,Silence,Marshmello,11845,Austria
10,Without You (feat. Sandro Cavazza),Avicii,11602,Austria
1,rockstar,Post Malone,26240,Portugal
2,New Rules,Dua Lipa,19934,Portugal
3,Dusk Till Dawn - Radio Edit,ZAYN,19018,Portugal
4,Unforgettable,French Montana,18381,Portugal
5,1-800-273-8255,Logic,17342,Portugal
6,Mi Gente,J Balvin,17085,Portugal
7,Felices los 4,Maluma,16160,Portugal
8,Jocelyn Flores,XXXTENTACION,15724,Portugal
9,Havana,Camila Cabello,15351,Portugal
10,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer,14538,Portugal
1,rockstar,Post Malone,284222,Sweden
2,Dusk Till Dawn - Radio Edit,ZAYN,192609,Sweden
3,Too Good At Goodbyes - Edit,Sam Smith,182231,Sweden
4,1-800-273-8255,Logic,162359,Sweden
5,Silence,Marshmello,154286,Sweden
6,Without You (feat. Sandro Cavazza),Avicii,153024,Sweden
7,Perfect,Ed Sheeran,134645,Sweden
8,New Rules,Dua Lipa,132636,Sweden
9,Helt seriöst,Kaliffa,126886,Sweden
10,Stargazing,Kygo,117172,Sweden
1,Bonita,J Balvin,347824,Mexico
2,Me Rehúso,Danny Ocean,331284,Mexico
3,Mi Gente,J Balvin,313832,Mexico
4,Una Lady Como Tú,Manuel Turizo,312211,Mexico
5,Se Preparó,Ozuna,288491,Mexico
6,Mayores,Becky G,262502,Mexico
7,Felices los 4,Maluma,254231,Mexico
8,Escápate Conmigo,Wisin,243654,Mexico
9,Robarte un Beso,Carlos Vives,234161,Mexico
10,Que Va,Alex Sensation,233717,Mexico
1,Suena El Dembow,Joey Montana,9994,Panama
2,Se Preparó,Ozuna,8557,Panama
3,Robarte un Beso,Carlos Vives,8140,Panama
4,Báilame - Remix,Nacho,7556,Panama
5,Me Rehúso,Danny Ocean,7445,Panama
6,Mi Gente,J Balvin,7195,Panama
7,El Farsante,Ozuna,6628,Panama
8,Escápate Conmigo,Wisin,6396,Panama
9,Que Va,Alex Sensation,6148,Panama
10,Tú Foto,Ozuna,6029,Panama
1,Criminal,Natti Natasha,14298,Uruguay
2,Se Preparó,Ozuna,12691,Uruguay
3,Mayores,Becky G,11246,Uruguay
4,Me Rehúso,Danny Ocean,10350,Uruguay
5,Báilame - Remix,Nacho,10182,Uruguay
6,Mi Gente,J Balvin,9553,Uruguay
7,Bonita,J Balvin,8947,Uruguay
8,Que Va,Alex Sensation,8819,Uruguay
9,Suena El Dembow,Joey Montana,8077,Uruguay
10,Robarte un Beso,Carlos Vives,8067,Uruguay
1,B.O.B.A.,JóiPé,14557,Iceland
2,rockstar,Post Malone,9483,Iceland
3,O Shit,JóiPé,8386,Iceland
4,Sagan Af Okkur,JóiPé,7683,Iceland
5,Ég Vil Það,Chase,7602,Iceland
6,Labba Inn,JóiPé,5420,Iceland
7,Taktlaus,JóiPé,5300,Iceland
8,GerviGlingur,JóiPé,4476,Iceland
9,Spurðu Um Mig,Herra Hnetusmjör,4344,Iceland
10,Too Good At Goodbyes - Edit,Sam Smith,4201,Iceland
1,Mayores,Becky G,189919,Spain
2,Se Preparó,Ozuna,163291,Spain
3,Mi Gente,J Balvin,163142,Spain
4,Báilame - Remix,Nacho,160847,Spain
5,Me Rehúso,Danny Ocean,159602,Spain
6,Criminal,Natti Natasha,138504,Spain
7,Felices los 4,Maluma,128406,Spain
8,Bonita,J Balvin,125564,Spain
9,Suena El Dembow,Joey Montana,122850,Spain
10,La isla del Amor (feat. Maki),Demarco Flamenco,121185,Spain
1,rockstar,Post Malone,10619,Czech Republic
2,Thunder,Imagine Dragons,9446,Czech Republic
3,More Than You Know,Axwell /\ Ingrosso,9388,Czech Republic
4,Dusk Till Dawn - Radio Edit,ZAYN,8798,Czech Republic
5,New Rules,Dua Lipa,8435,Czech Republic
6,Havana,Camila Cabello,7770,Czech Republic
7,Glorious (feat. Skylar Grey),Macklemore,7539,Czech Republic
8,Look What You Made Me Do,Taylor Swift,7484,Czech Republic
9,Shape of You,Ed Sheeran,6745,Czech Republic
10,What Lovers Do (feat. SZA),Maroon 5,6555,Czech Republic
1,New Rules,Dua Lipa,39646,Ireland
2,rockstar,Post Malone,36082,Ireland
3,Havana,Camila Cabello,34439,Ireland
4,Dusk Till Dawn - Radio Edit,ZAYN,30631,Ireland
5,Too Good At Goodbyes - Edit,Sam Smith,28267,Ireland
6,1-800-273-8255,Logic,26103,Ireland
7,Glorious (feat. Skylar Grey),Macklemore,25054,Ireland
8,Sorry Not Sorry,Demi Lovato,24984,Ireland
9,Lonely Together (feat. Rita Ora),Avicii,24584,Ireland
10,Friends (with BloodPop®),Justin Bieber,22974,Ireland
1,Patsergedrag,Sevn Alias,263272,Netherlands
2,Ride Or Die,Josylvio,173814,Netherlands
3,rockstar,Post Malone,167914,Netherlands
4,New Rules,Dua Lipa,151034,Netherlands
5,Too Good At Goodbyes - Edit,Sam Smith,121911,Netherlands
6,Dusk Till Dawn - Radio Edit,ZAYN,115212,Netherlands
7,Mi Gente,J Balvin,104549,Netherlands
8,Lovely Body,SFB,104201,Netherlands
9,Havana,Camila Cabello,103816,Netherlands
10,Op De Weg,Equalz,103072,Netherlands
1,rockstar,Post Malone,4556,Slovakia
2,Dusk Till Dawn - Radio Edit,ZAYN,3141,Slovakia
3,New Rules,Dua Lipa,2884,Slovakia
4,Havana,Camila Cabello,2813,Slovakia
5,Thunder,Imagine Dragons,2734,Slovakia
6,More Than You Know,Axwell /\ Ingrosso,2720,Slovakia
7,Friends (with BloodPop®),Justin Bieber,2420,Slovakia
8,Too Good At Goodbyes - Edit,Sam Smith,2315,Slovakia
9,Look What You Made Me Do,Taylor Swift,2304,Slovakia
10,What Lovers Do (feat. SZA),Maroon 5,2285,Slovakia
1,Robarte un Beso,Carlos Vives,46229,Colombia
2,Me Rehúso,Danny Ocean,39507,Colombia
3,Mi Gente,J Balvin,38285,Colombia
4,Bonita,J Balvin,35806,Colombia
5,Se Preparó,Ozuna,35092,Colombia
6,Cásate Conmigo,Silvestre Dangond,33666,Colombia
7,Besame,Valentino,32541,Colombia
8,Báilame - Remix,Nacho,32274,Colombia
9,Escápate Conmigo,Wisin,30284,Colombia
10,Vivo Pensando En Ti,Felipe Peláez,28879,Colombia
1,Too Good At Goodbyes - Edit,Sam Smith,52090,Singapore
2,Dusk Till Dawn - Radio Edit,ZAYN,47879,Singapore
3,New Rules,Dua Lipa,36792,Singapore
4,Havana,Camila Cabello,36724,Singapore
5,What Lovers Do (feat. SZA),Maroon 5,34651,Singapore
6,Look What You Made Me Do,Taylor Swift,32274,Singapore
7,Silence,Marshmello,31580,Singapore
8,DNA,BTS,31187,Singapore
9,Perfect,Ed Sheeran,28790,Singapore
10,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,28233,Singapore
1,Too Good At Goodbyes - Edit,Sam Smith,118582,Indonesia
2,Akad,Payung Teduh,110234,Indonesia
3,New Rules,Dua Lipa,81854,Indonesia
4,Dusk Till Dawn - Radio Edit,ZAYN,78885,Indonesia
5,Perfect,Ed Sheeran,71996,Indonesia
6,Look What You Made Me Do,Taylor Swift,64203,Indonesia
7,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,63170,Indonesia
8,Havana,Camila Cabello,60007,Indonesia
9,What Lovers Do (feat. SZA),Maroon 5,60002,Indonesia
10,DNA,BTS,55545,Indonesia
1,El Farsante,Ozuna,9625,Dominican Republic
2,Se Preparó,Ozuna,9490,Dominican Republic
3,Krippy Kush,Farruko,8464,Dominican Republic
4,Mi Gente,J Balvin,8157,Dominican Republic
5,Báilame - Remix,Nacho,7508,Dominican Republic
6,Me Rehúso,Danny Ocean,7483,Dominican Republic
7,Explícale,Yandel,7143,Dominican Republic
8,Bebe (feat. Anuel AA),Ozuna,6801,Dominican Republic
9,Bonita,J Balvin,6608,Dominican Republic
10,Escápate Conmigo,Wisin,6414,Dominican Republic
1,rockstar,Post Malone,455862,United Kingdom
2,New Rules,Dua Lipa,349976,United Kingdom
3,Havana,Camila Cabello,314287,United Kingdom
4,Too Good At Goodbyes - Edit,Sam Smith,298319,United Kingdom
5,Dusk Till Dawn - Radio Edit,ZAYN,258932,United Kingdom
6,1-800-273-8255,Logic,250030,United Kingdom
7,Sorry Not Sorry,Demi Lovato,231985,United Kingdom
8,Unforgettable,French Montana,219912,United Kingdom
9,Reggaetón Lento (Remix),CNCO,219841,United Kingdom
10,Lonely Together (feat. Rita Ora),Avicii,218660,United Kingdom
1,Explícale,Yandel,9824,Paraguay
2,Báilame - Remix,Nacho,9296,Paraguay
3,Se Preparó,Ozuna,9215,Paraguay
4,Me Rehúso,Danny Ocean,8374,Paraguay
5,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,8232,Paraguay
6,Robarte un Beso,Carlos Vives,7829,Paraguay
7,Mi Gente,J Balvin,7696,Paraguay
8,Escápate Conmigo,Wisin,7120,Paraguay
9,El Farsante,Ozuna,7072,Paraguay
10,Krippy Kush,Farruko,7011,Paraguay
1,rockstar,Post Malone,235649,Australia
2,Young Dumb & Broke,Khalid,155822,Australia
3,New Rules,Dua Lipa,154276,Australia
4,1-800-273-8255,Logic,153723,Australia
5,Glorious (feat. Skylar Grey),Macklemore,151677,Australia
6,Havana,Camila Cabello,137261,Australia
7,Too Good At Goodbyes - Edit,Sam Smith,137171,Australia
8,Unforgettable,French Montana,133305,Australia
9,Sorry Not Sorry,Demi Lovato,131894,Australia
10,Dusk Till Dawn - Radio Edit,ZAYN,130164,Australia
1,rockstar,Post Malone,5069,Latvia
2,Dusk Till Dawn - Radio Edit,ZAYN,2598,Latvia
3,1-800-273-8255,Logic,2408,Latvia
4,New Rules,Dua Lipa,2394,Latvia
5,Glorious (feat. Skylar Grey),Macklemore,2331,Latvia
6,Havana,Camila Cabello,2253,Latvia
7,Feel It Still,Portugal. The Man,2245,Latvia
8,Unforgettable,French Montana,2108,Latvia
9,Jocelyn Flores,XXXTENTACION,2025,Latvia
10,Look What You Made Me Do,Taylor Swift,1978,Latvia
1,rockstar,Post Malone,7752,Greece
2,Dusk Till Dawn - Radio Edit,ZAYN,5436,Greece
3,New Rules,Dua Lipa,5135,Greece
4,Havana,Camila Cabello,4472,Greece
5,Unforgettable,French Montana,4049,Greece
6,Look What You Made Me Do,Taylor Swift,3959,Greece
7,Sorry Not Sorry,Demi Lovato,3472,Greece
8,Make You Believe In Love,Marcus & Martinus,3303,Greece
9,Too Good At Goodbyes - Edit,Sam Smith,3261,Greece
10,Mi Gente,J Balvin,3189,Greece
1,Look What You Made Me Do,Taylor Swift,11162,Hong Kong
2,Dusk Till Dawn - Radio Edit,ZAYN,10807,Hong Kong
3,Too Good At Goodbyes - Edit,Sam Smith,10424,Hong Kong
4,What Lovers Do (feat. SZA),Maroon 5,10396,Hong Kong
5,Havana,Camila Cabello,10321,Hong Kong
6,rockstar,Post Malone,9946,Hong Kong
7,New Rules,Dua Lipa,8838,Hong Kong
8,Shape of You,Ed Sheeran,8594,Hong Kong
9,Sorry Not Sorry,Demi Lovato,8541,Hong Kong
10,Despacito - Remix,Luis Fonsi,8259,Hong Kong
