Position,Track Name,Artist,Streams,ADMIN
2,Thunder,Imagine Dragons,3790,Latvia
3,HUMBLE.,Kendrick Lamar,3584,Latvia
4,Malibu,Miley Cyrus,2784,Latvia
5,I'm the One,DJ Khaled,2755,Latvia
6,Mask Off,Future,2714,Latvia
7,Sign of the Times,Harry Styles,2635,Latvia
8,There for You,Martin Garrix,2465,Latvia
9,Symphony (feat. Zara Larsson),Clean Bandit,2410,Latvia
10,Attention,Charlie Puth,2368,Latvia
1,Despacito - Remix,Luis Fonsi,8373,Greece
2,I'm the One,DJ Khaled,5049,Greece
3,Attention,Charlie Puth,4639,Greece
4,Shape of You,Ed Sheeran,4592,Greece
5,HUMBLE.,Kendrick Lamar,4512,Greece
6,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,4468,Greece
7,There's Nothing Holdin' Me Back,Shawn Mendes,4010,Greece
8,Unforgettable,French Montana,3848,Greece
9,There for You,Martin Garrix,3831,Greece
10,Strip That Down,Liam Payne,3641,Greece
1,Despacito - Remix,Luis Fonsi,18000,Hong Kong
2,Shape of You,Ed Sheeran,14185,Hong Kong
3,Attention,Charlie Puth,13860,Hong Kong
4,Something Just Like This,The Chainsmokers,13143,Hong Kong
5,I'm the One,DJ Khaled,12592,Hong Kong
6,There for You,Martin Garrix,12374,Hong Kong
7,Symphony (feat. Zara Larsson),Clean Bandit,11292,Hong Kong
8,Stay (with Alessia Cara),Zedd,11077,Hong Kong
9,Strip That Down,Liam Payne,10083,Hong Kong
10,There's Nothing Holdin' Me Back,Shawn Mendes,9974,Hong Kong
