day,hour,value
17,4,52
17,5,93
17,6,0
17,7,71
17,8,39
17,9,0
17,10,27
17,11,26
17,12,5
17,13,22
17,14,0
17,15,32
17,16,26
17,17,1
17,18,37
17,19,16
17,20,8
17,21,28
17,22,0
17,23,20
17,24,19
18,1,40
18,2,57
18,3,38
18,4,25
18,5,69
18,6,60
18,7,55
18,8,6
18,9,64
18,10,47
18,11,95
18,12,45
18,13,52
18,14,43
18,15,0
18,16,
18,17,0
18,18,64
18,19,40
18,20,447
18,21,139
18,22,38
18,23,24
18,24,33
19,1,
19,2,
19,3,
19,4,
19,5,
19,6,
19,7,
19,8,0
19,9,19
19,10,19
19,11,1
19,12,20
19,13,22
19,14,479
19,15,95
19,16,31
19,17,18
19,18,23
19,19,9
19,20,11
19,21,20
19,22,18
19,23,12
19,24,1
20,1,20
20,2,14
20,3,19
20,4,15
20,5,10
20,6,4
20,7,19
20,8,212
20,9,138
20,10,12
20,11,6
20,12,27
20,13,27
20,14,31
20,15,1
20,16,37
20,17,26
20,18,40
20,19,27
20,20,19
20,21,0
20,22,25
20,23,31
20,24,27
21,1,25
21,2,1
21,3,24
21,4,13
21,5,44
21,6,84
21,7,524
21,8,324
21,9,62
21,10,343
21,11,67
21,12,37
21,13,27
21,14,28
21,15,35
21,16,25
21,17,32
21,18,194908
21,19,691264
21,20,230687
21,21,2
21,22,17
21,23,29
21,24,24
22,1,2
22,2,24
22,3,21
22,4,51
22,5,59
22,6,53
22,7,103
22,8,68
22,9,0
22,10,107
22,11,75
22,12,86
22,13,78
22,14,69
22,15,28
22,16,91
22,17,264
22,18,167910
22,19,679134
22,20,189703
22,21,21
22,22,17
22,23,20
22,24,2
23,1,14
23,2,16
23,3,3
23,4,52
23,5,93
23,6,0
23,7,71
23,8,39
23,9,0
23,10,27
23,11,26
23,12,5
23,13,22
23,14,0
23,15,32
23,16,26
23,17,1
23,18,37
23,19,16
23,20,8
23,21,28
23,22,0
23,23,20
23,24,19
24,1,3
24,2,33
24,3,11
24,4,22
24,5,19
24,6,17
24,7,1
24,8,549
24,9,6
24,10,14
24,11,17
24,12,13
24,13,21
24,14,4
24,15,17
24,16,34
24,17,14
24,18,20
24,19,15
24,20,8
24,21,17
24,22,23
24,23,25
24,24,29
25,1,2
25,2,16
25,3,22
25,4,43
25,5,10
25,6,8
25,7,13
25,8,15
25,9,14
25,10,10
25,11,5
25,12,31
25,13,14
25,14,22
25,15,18
25,16,
25,17,
25,18,2
25,19,16
25,20,46
25,21,27
25,22,16
25,23,7
25,24,17
26,1,32
26,2,484
26,3,55
26,4,17
26,5,32
26,6,26
26,7,20
26,8,16
26,9,3
26,10,14
26,11,18
26,12,2
26,13,24
26,14,20
26,15,0
26,16,20
26,17,8
26,18,2
26,19,13
26,20,339
26,21,152
26,22,31
26,23,15
26,24,0
27,1,15
27,2,17
27,3,3
27,4,9
27,5,30
27,6,85
27,7,3
27,8,29
27,9,13
27,10,73
27,11,12
27,12,116
27,13,19
27,14,11
27,15,10
27,16,39
27,17,548
27,18,371455
27,19,609464
27,20,91247
27,21,22
27,22,10
27,23,12
27,24,65
28,1,3
28,2,19
28,3,16
28,4,27
28,5,83
28,6,41
28,7,96
28,8,0
28,9,131
28,10,68
28,11,95
28,12,46
28,13,128
28,14,47
28,15,97
28,16,222
28,17,287
28,18,27
28,19,151
28,20,542356
28,21,329248
28,22,400828
28,23,43
28,24,26
29,1,0
29,2,52
29,3,25
29,4,1
29,5,78
29,6,648
29,7,75
29,8,201
29,9,72
29,10,34
29,11,46
29,12,15
29,13,39
29,14,15
29,15,476786
29,16,573212
29,17,84690
29,18,54
29,19,43
29,20,52
29,21,57
29,22,63
29,23,53
29,24,39
30,1,46
30,2,60
30,3,60
30,4,37
30,5,29
30,6,33
30,7,28
30,8,25
30,9,24
30,10,54
30,11,53
30,12,28
30,13,41
30,14,39
30,15,35
30,16,57
30,17,302
30,18,327
30,19,105
30,20,684
30,21,108
30,22,73
30,23,73
30,24,520
31,1,480001
31,2,310139
31,3,38
31,4,22
31,5,36
31,6,78
31,7,49
31,8,42
31,9,51
31,10,49
31,11,56
31,12,57
31,13,37
31,14,56
31,15,44
31,16,34
31,17,62
31,18,65
31,19,27
31,20,82
31,21,38
31,22,45
31,23,52
31,24,88
32,1,55
32,2,44
32,3,52
32,4,45
32,5,45
32,6,111
32,7,40
32,8,61
32,9,78
32,10,54
32,11,59
32,12,47
32,13,63
32,14,651
32,15,73
32,16,58
32,17,57
32,18,53
32,19,58
32,20,44
32,21,59
32,22,58
32,23,55
32,24,53
33,1,44
33,2,48
33,3,51
33,4,54
33,5,63
33,6,35
33,7,52
33,8,31
33,9,84
33,10,44
33,11,32
33,12,30
33,13,70
33,14,54
33,15,88
33,16,59
33,17,153
33,18,267622
33,19,148269
33,20,22
33,21,26
33,22,91
33,23,46
33,24,21
34,1,8
34,2,34
34,3,577
34,4,42
34,5,30
34,6,99
34,7,65
34,8,50
34,9,94
34,10,95
34,11,47
34,12,31
34,13,112
34,14,63
34,15,68
34,16,81
34,17,92
34,18,117
34,19,104
34,20,51
34,21,77
34,22,69
34,23,48
34,24,119
35,1,45
35,2,69
35,3,79
35,4,192
35,5,115526
35,6,714493
35,7,341160
35,8,176
35,9,157
35,10,218
35,11,59
35,12,636
35,13,38
35,14,219
35,15,54
35,16,96
35,17,147181
35,18,693167
35,19,225389
35,20,510
35,21,482
35,22,43
35,23,0
35,24,5
36,1,25
36,2,21
36,3,14
36,4,6
36,5,43
36,6,41
36,7,0
36,8,0
36,9,68
36,10,66
36,11,20
36,12,0
36,13,34
36,14,23
36,15,27
36,16,351
36,17,405
36,18,25
36,19,21
36,20,260994
36,21,703630
36,22,171236
36,23,0
36,24,18
37,1,25
37,2,0
37,3,38
37,4,25
37,5,76
37,6,91
37,7,63
37,8,70
37,9,45
37,10,24
37,11,72
37,12,40
37,13,5
