day,hour,value
14,9,0
14,10,0
14,11,0
14,12,0
14,13,0
14,14,519220.5
14,15,490624.5
14,16,915517
14,17,2
14,18,0
14,19,0
14,20,6
14,21,0
14,22,1
14,23,1
14,24,0
15,1,0
15,2,1
15,3,0
15,4,0
15,5,9.5
15,6,11
15,7,0
15,8,0
15,9,0
15,10,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,1
15,20,1
15,21,34
15,22,0
15,23,32
15,24,29
16,1,5
16,2,207
16,3,28
16,4,64
16,5,100
16,6,351
16,7,9
16,8,1
16,9,4
16,10,1
16,11,1
16,12,1
16,13,1
16,14,5
16,15,0
16,16,
16,17,
16,18,
16,19,
16,20,
16,21,
16,22,
16,23,
16,24,
17,1,0
17,2,0
17,3,0
17,4,15.5
17,5,481
17,6,0
17,7,242
17,8,137
17,9,0
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,3
17,17,0
17,18,0
17,19,0
17,20,0
17,21,0
17,22,0
17,23,0
17,24,0
18,1,0
18,2,6
18,3,1
18,4,2
18,5,5.5
18,6,0
18,7,4
18,8,0
18,9,5.5
18,10,0
18,11,2.5
18,12,0
18,13,0
18,14,0
18,15,0
18,16,
18,17,0
18,18,8
18,19,0
18,20,150
18,21,0
18,22,0
18,23,0
18,24,2.5
19,1,
19,2,
19,3,
19,4,
19,5,
19,6,
19,7,
19,8,0
19,9,1
19,10,2
19,11,0
19,12,1
19,13,3
19,14,204
19,15,14
19,16,0
19,17,3
19,18,7.5
19,19,13
19,20,6
19,21,1
19,22,5
19,23,0
19,24,1
20,1,0
20,2,0
20,3,1
20,4,0
20,5,2
20,6,1
20,7,0
20,8,101044
20,9,635936.5
20,10,164288.5
20,11,0
20,12,0
20,13,4
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,0
20,20,1
20,21,0
20,22,0
20,23,5
20,24,3
21,1,0
21,2,0
21,3,0
21,4,0
21,5,356
21,6,790.5
21,7,3
21,8,130847
21,9,112094
21,10,1470114
21,11,12.5
21,12,0
21,13,0
21,14,33
21,15,0
21,16,242345
21,17,0
21,18,1447440.5
21,19,391586.5
21,20,200
21,21,0
21,22,3
21,23,0
21,24,0
22,1,0
22,2,2.5
22,3,4
22,4,2
22,5,122
22,6,608.5
22,7,0
22,8,0
22,9,0
22,10,2
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,116
22,19,314
22,20,50
22,21,4
22,22,1
22,23,2.5
22,24,0
23,1,0
23,2,0
23,3,0
23,4,15.5
23,5,481
23,6,0
23,7,242
23,8,137
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,3
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
24,1,0
24,2,0
24,3,0
24,4,32.5
24,5,2
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,2.5
24,18,0
24,19,0
24,20,0
24,21,2.5
24,22,0
24,23,4
24,24,13
25,1,0
25,2,0
25,3,0
25,4,17
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,4
25,13,2
25,14,0
25,15,1
25,16,
25,17,
25,18,0
25,19,0
25,20,5
25,21,4
25,22,0
25,23,0
25,24,0
26,1,2
26,2,3
26,3,0
26,4,0
26,5,1
26,6,3
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0
26,13,0
26,14,0
26,15,0
26,16,63.5
26,17,68
26,18,4
26,19,7
26,20,900440.5
26,21,1085648
26,22,0
26,23,0
26,24,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,2.5
27,6,163554
27,7,1670852.5
27,8,164547.5
27,9,0
27,10,0
27,11,0
27,12,20
27,13,1
27,14,0
27,15,0
27,16,0
27,17,8079
27,18,1490956
27,19,619029.5
27,20,3
27,21,0
27,22,0
27,23,0
27,24,16
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,264325
28,7,916056
28,8,0
28,9,12
28,10,0
28,11,0
28,12,7
28,13,3
28,14,0
28,15,6
28,16,1
28,17,5
28,18,347
28,19,44
28,20,603
28,21,329
28,22,509
28,23,0
28,24,0
29,1,0
29,2,2
29,3,0
29,4,0
29,5,583
29,6,29
29,7,2.5
29,8,5
29,9,10
29,10,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,398
29,16,577
29,17,4
29,18,2.5
29,19,0
29,20,3
29,21,2.5
29,22,0
29,23,2
29,24,0
30,1,0
30,2,2.5
30,3,0
30,4,66.5
30,5,591
30,6,3
30,7,0
30,8,2
30,9,3
30,10,0
30,11,2.5
30,12,422
30,13,0
30,14,0
30,15,2
30,16,0
30,17,4.5
30,18,5
30,19,0
30,20,8
30,21,0
30,22,0
30,23,0
30,24,0
31,1,606
31,2,172
31,3,0
31,4,23.5
31,5,7
31,6,0
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,3
31,13,0
31,14,5.5
31,15,0
31,16,245
31,17,0
31,18,3
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
32,1,0
32,2,0
32,3,0
32,4,0
32,5,5.5
32,6,0
32,7,0
32,8,2
32,9,4
32,10,0
32,11,0
32,12,0
32,13,3
32,14,1
32,15,0
32,16,1
32,17,0
32,18,2
32,19,0
32,20,2
32,21,0
32,22,0
32,23,2
32,24,1
33,1,0
33,2,0
33,3,0
33,4,0
33,5,0
33,6,0
33,7,0
33,8,269
33,9,421243.5
33,10,369296
33,11,316
33,12,308
33,13,62
33,14,0
33,15,0
33,16,0
33,17,0
33,18,146.5
33,19,152
33,20,0
33,21,0
33,22,0
33,23,4
33,24,0
34,1,0
34,2,0
34,3,14
34,4,0
34,5,0
34,6,3
34,7,0
34,8,0
34,9,17
34,10,276
34,11,2
34,12,0
34,13,4
34,14,0
34,15,0
34,16,7
34,17,1
34,18,3
34,19,0
34,20,0
34,21,0
34,22,0
34,23,0
34,24,2
35,1,0
35,2,2.5
35,3,0
35,4,152954
35,5,128
35,6,955518.5
35,7,520366
35,8,582.5
35,9,431
35,10,233245
35,11,0
35,12,1179829.5
35,13,559270
35,14,1334950
35,15,443492.5
35,16,770842.5
35,17,109.5
35,18,1061.5
35,19,145
35,20,0
35,21,0
35,22,0
35,23,0
35,24,0
36,1,0
36,2,44
36,3,0
36,4,10
36,5,2.5
36,6,0
36,7,211
36,8,0
36,9,0
36,10,0
36,11,7.5
36,12,0
36,13,1
36,14,1
36,15,0
36,16,260.5
36,17,265.5
36,18,0
36,19,0
36,20,362
36,21,865
36,22,77
36,23,0
36,24,0
37,1,0
37,2,0
37,3,5
37,4,0
37,5,1002
37,6,111518
37,7,0
37,8,0
37,9,0
37,10,0
37,11,0
37,12,0
37,13,0
