day,hour,value
29,10,72259
29,11,72594
29,12,72045
29,13,71794
29,14,71961
29,15,71103
29,16,103326
29,17,120819
29,18,100012
29,19,74624
29,20,93340
29,21,41549
29,22,41480
29,23,43731
29,24,41232
30,1,41148
30,2,41120
30,3,41173
30,4,54941
30,5,293858
30,6,100904
30,7,100394
30,8,100292
30,9,100275
30,10,100456
30,11,100558
30,12,194636
30,13,100462
30,14,106806
30,15,108013
30,16,148099
30,17,151342
30,18,150986
30,19,151767
30,20,144287
30,21,105773
30,22,104433
30,23,133948
30,24,142198
31,1,39537
31,2,38077
31,3,39487
31,4,122824
31,5,214660
31,6,31798
31,7,969
31,8,957
31,9,973
31,10,995
31,11,967
31,12,975
31,13,978
31,14,968
31,15,974
31,16,105390
31,17,34755
31,18,171191
31,19,163908
31,20,159316
31,21,69530
31,22,70108
31,23,69905
31,24,70231
32,1,70185
32,2,70116
32,3,69199
32,4,69461
32,5,98931
32,6,115629
32,7,114582
32,8,115129
32,9,97031
32,10,975
32,11,961
32,12,8339
32,13,27399
32,14,113846
32,15,104518
32,16,108899
32,17,115946
32,18,115749
32,19,105917
32,20,100915
32,21,100084
32,22,96581
32,23,41619
32,24,39962
33,1,39969
33,2,39797
33,3,39643
33,4,57281
33,5,87804
33,6,100238
33,7,61517
33,8,148466
33,9,229767
33,10,232359
33,11,233870
33,12,234649
33,13,197030
33,14,83935
33,15,61985
33,16,101908
33,17,104253
33,18,113541
33,19,106795
33,20,132337
33,21,143880
33,22,141563
33,23,66049
33,24,39777
34,1,39826
34,2,39817
34,3,40506
34,4,36503
34,5,107893
34,6,118926
34,7,115852
34,8,115912
34,9,87944
34,10,132174
34,11,56460
34,12,37856
34,13,2801
34,14,2615
34,15,16564
34,16,112648
34,17,91261
34,18,107670
34,19,115212
34,20,143969
34,21,143541
34,22,98897
34,23,40350
34,24,41233
35,1,40993
35,2,41073
35,3,41288
35,4,100520
35,5,116504
35,6,71324
35,7,2098
35,8,199559
35,9,91422
35,10,43000
35,11,43485
35,12,44259
35,13,43712
35,14,43966
35,15,44463
35,16,72855
35,17,114296
35,18,129626
35,19,98048
35,20,101755
35,21,96786
35,22,60568
35,23,40888
35,24,40907
36,1,41331
36,2,41266
36,3,40980
36,4,53310
36,5,187944
36,6,77778
36,7,84506
36,8,34069
36,9,72111
36,10,72115
36,11,56098
36,12,116138
36,13,116360
36,14,116479
36,15,116160
36,16,299452
36,17,217932
36,18,155740
36,19,162150
36,20,70640
36,21,37258
36,22,42194
36,23,40909
36,24,41249
37,1,41161
37,2,41018
37,3,41226
37,4,68617
37,5,237922
37,6,63401
37,7,2614
37,8,2659
37,9,2534
37,10,2567
37,11,2641
37,12,1375
37,13,53
