Position,Track,Artist,Streams,ADMIN
6,What Lovers Do,Maroon 5,94425,Italy
7,Havana,Camila Cabello,89914,Italy
8,New Rules,Dua Lipa,83285,Italy
9,Faccio un casino,Coez,82952,Italy
10,Dusk Till Dawn - Radio Edit,ZAYN,81099,Italy
1,Look What You Made Me Do,Taylor Swift,4241,Lithuania
2,New Rules,Dua Lipa,3473,Lithuania
3,Havana,Camila Cabello,3362,Lithuania
4,Friends (with BloodPop®),Justin Bieber,3283,Lithuania
5,More Than You Know,Axwell /\ Ingrosso,2771,Lithuania
6,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,2666,Lithuania
7,Silence,Marshmello,2646,Lithuania
8,Mi Gente,J Balvin,2646,Lithuania
9,What Lovers Do (feat. SZA),Maroon 5,2531,Lithuania
10,Sorry Not Sorry,Demi Lovato,2506,Lithuania
1,Too Good At Goodbyes - Edit,Sam Smith,209338,Philippines
2,Perfect,Ed Sheeran,207263,Philippines
3,Young Dumb & Broke,Khalid,188701,Philippines
4,Havana,Camila Cabello,175941,Philippines
5,What Lovers Do,Maroon 5,162616,Philippines
6,New Rules,Dua Lipa,153254,Philippines
7,Malaya (Camp Sawi Original Motion Picture Soundtrack),Moira Dela Torre,131588,Philippines
8,Super Far,LANY,117433,Philippines
9,I Like Me Better,Lauv,114630,Philippines
10,How Long,Charlie Puth,110277,Philippines
1,Wolves,Selena Gomez,29265,Taiwan
2,What Lovers Do,Maroon 5,27404,Taiwan
3,Dusk Till Dawn - Radio Edit,ZAYN,27126,Taiwan
4,Havana,Camila Cabello,26122,Taiwan
5,How Long,Charlie Puth,23925,Taiwan
6,Perfect,Ed Sheeran,23329,Taiwan
7,Too Good At Goodbyes - Edit,Sam Smith,21774,Taiwan
8,New Rules,Dua Lipa,20965,Taiwan
9,Gorgeous,Taylor Swift,19053,Taiwan
10,Stargazing,Kygo,19038,Taiwan
1,rockstar,Post Malone,68585,New Zealand
2,Havana,Camila Cabello,52203,New Zealand
3,I Fall Apart,Post Malone,43079,New Zealand
4,Silence,Marshmello,42728,New Zealand
5,New Rules,Dua Lipa,40657,New Zealand
6,Young Dumb & Broke,Khalid,38318,New Zealand
7,Don’t Give It Up,Six60,37662,New Zealand
8,What Lovers Do,Maroon 5,37342,New Zealand
9,Too Good At Goodbyes - Edit,Sam Smith,35409,New Zealand
10,Feel It Still,Portugal. The Man,34692,New Zealand
1,Ete?i Belinde,Manu? Baba,56324,Turkey
2,New Rules,Dua Lipa,51304,Turkey
3,Geceler,Ezhel,47807,Turkey
4,Dönersen Isl?k Çal,Manu? Baba,46671,Turkey
5,Muhbir,S?la,45703,Turkey
6,Havana,Camila Cabello,45331,Turkey
7,rockstar,Post Malone,45142,Turkey
8,?ehrimin Tad?,Ezhel,41086,Turkey
9,Raf,Deeperise,37435,Turkey
10,Dusk Till Dawn - Radio Edit,ZAYN,37203,Turkey
1,Shape of You,Ed Sheeran,5149,Estonia
2,It Ain't Me (with Selena Gomez),Kygo,3574,Estonia
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3317,Estonia
4,Something Just Like This,The Chainsmokers,3281,Estonia
5,Scared to Be Lonely,Martin Garrix,3225,Estonia
6,Paris,The Chainsmokers,2864,Estonia
7,Chained To The Rhythm,Katy Perry,2364,Estonia
8,Issues,Julia Michaels,2355,Estonia
9,Cold,Maroon 5,2252,Estonia
10,Castle on the Hill,Ed Sheeran,2212,Estonia
1,rockstar,Post Malone,2143270,United States
2,Ghostface Killers,21 Savage,1268794,United States
3,Gucci Gang,Lil Pump,1252786,United States
4,Havana,Camila Cabello,1068541,United States
5,I Fall Apart,Post Malone,1057466,United States
6,Bank Account,21 Savage,957985,United States
7,Wolves,Selena Gomez,938562,United States
8,1-800-273-8255,Logic,914061,United States
9,Ric Flair Drip (& Metro Boomin),Offset,892297,United States
10,MotorSport,Migos,827323,United States
1,Criminal,Natti Natasha,6840,El Salvador
2,Se Preparó,Ozuna,5647,El Salvador
3,Mayores,Becky G,5320,El Salvador
4,Robarte un Beso,Carlos Vives,4666,El Salvador
5,Me Rehúso,Danny Ocean,4327,El Salvador
6,Que Va,Alex Sensation,4284,El Salvador
7,Báilame - Remix,Nacho,4259,El Salvador
8,Vuelve,Daddy Yankee,4204,El Salvador
9,Bonita,J Balvin,3985,El Salvador
10,Escápate Conmigo,Wisin,3936,El Salvador
1,Se Preparó,Ozuna,24642,Costa Rica
2,Quiero Repetir,Ozuna,19980,Costa Rica
3,Criminal,Natti Natasha,19355,Costa Rica
4,Mayores,Becky G,18523,Costa Rica
5,Me Rehúso,Danny Ocean,16527,Costa Rica
6,Una Lady Como Tú,Manuel Turizo,16112,Costa Rica
7,El Farsante,Ozuna,15497,Costa Rica
8,New Rules,Dua Lipa,15166,Costa Rica
9,Escápate Conmigo,Wisin,14677,Costa Rica
10,Robarte un Beso,Carlos Vives,14171,Costa Rica
1,Was Du Liebe nennst,Bausa,611629,Germany
2,rockstar,Post Malone,376978,Germany
3,Havana,Camila Cabello,320525,Germany
4,Dusk Till Dawn - Radio Edit,ZAYN,257443,Germany
5,Silence,Marshmello,250795,Germany
6,New Rules,Dua Lipa,221486,Germany
7,Let You Down,NF,213267,Germany
8,Perfect,Ed Sheeran,209076,Germany
9,More Than You Know,Axwell /\ Ingrosso,197961,Germany
10,Senorita,Kay One,194544,Germany
1,Criminal,Natti Natasha,142914,Chile
2,Se Preparó,Ozuna,134760,Chile
3,Mayores,Becky G,120130,Chile
4,Báilame - Remix,Nacho,115664,Chile
5,Que Va,Alex Sensation,110119,Chile
6,Me Rehúso,Danny Ocean,104555,Chile
7,Vuelve,Daddy Yankee,101522,Chile
8,Perro Fiel,Shakira,97750,Chile
9,Bonita,J Balvin,95324,Chile
10,Bella y Sensual,Romeo Santos,91619,Chile
1,Shape of You,Ed Sheeran,22151,Japan
2,What Lovers Do,Maroon 5,17096,Japan
3,????,DAOKO×????,17023,Japan
4,Wolves,Selena Gomez,17001,Japan
5,New Rules,Dua Lipa,14853,Japan
6,Havana,Camila Cabello,13464,Japan
7,One More Time,TWICE,13401,Japan
8,Look What You Made Me Do,Taylor Swift,13342,Japan
9,My Boo,Shota Shimizu,12888,Japan
10,Friends (with BloodPop®),Justin Bieber,12659,Japan
1,Agora Vai Sentar,MC Jhowzinho e MC Kadinho,332580,Brazil
2,New Rules,Dua Lipa,331220,Brazil
3,Deixe Me Ir - Acústico,1Kilo,308119,Brazil
4,Corpo Sensual,Pabllo Vittar,300429,Brazil
5,Is That For Me,Alesso,293280,Brazil
6,Havana,Camila Cabello,280632,Brazil
7,Big Jet Plane,Alok,277401,Brazil
8,Fazer Falta,Mc Livinho,266900,Brazil
9,Sua Cara (feat. Anitta & Pabllo Vittar),Major Lazer,265678,Brazil
10,Raspão - Ao Vivo,Henrique & Diego,256523,Brazil
1,Criminal,Natti Natasha,6224,Honduras
2,Solo,El Nene La amenaza,6184,Honduras
3,Mayores,Becky G,5350,Honduras
4,Se Preparó,Ozuna,4893,Honduras
5,Vuelve,Daddy Yankee,4679,Honduras
6,Me Rehúso,Danny Ocean,4517,Honduras
7,Báilame - Remix,Nacho,4359,Honduras
8,Robarte un Beso,Carlos Vives,4065,Honduras
9,Que Va,Alex Sensation,3973,Honduras
10,"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",Bad Bunny,3674,Honduras
1,Criminal,Natti Natasha,10816,Guatemala
2,Se Preparó,Ozuna,10269,Guatemala
3,Que Va,Alex Sensation,9459,Guatemala
4,Mayores,Becky G,8783,Guatemala
5,Me Rehúso,Danny Ocean,8338,Guatemala
6,Robarte un Beso,Carlos Vives,8038,Guatemala
7,Báilame - Remix,Nacho,7414,Guatemala
8,Suena El Dembow,Joey Montana,7333,Guatemala
9,Bonita,J Balvin,7195,Guatemala
10,Escápate Conmigo,Wisin,7180,Guatemala
1,rockstar,Post Malone,35341,Switzerland
2,Havana,Camila Cabello,28354,Switzerland
3,Dusk Till Dawn - Radio Edit,ZAYN,24804,Switzerland
4,New Rules,Dua Lipa,21683,Switzerland
5,Perfect,Ed Sheeran,20884,Switzerland
6,Stargazing,Kygo,20265,Switzerland
7,What Lovers Do,Maroon 5,18953,Switzerland
8,Was Du Liebe nennst,Bausa,18180,Switzerland
9,Wolves,Selena Gomez,17914,Switzerland
10,Silence,Marshmello,17824,Switzerland
1,Havana,Camila Cabello,10590,Hungary
2,Wolves,Selena Gomez,10072,Hungary
3,rockstar,Post Malone,8385,Hungary
4,New Rules,Dua Lipa,8010,Hungary
5,Dusk Till Dawn - Radio Edit,ZAYN,7240,Hungary
6,What Lovers Do,Maroon 5,6978,Hungary
7,Stargazing,Kygo,6623,Hungary
8,More Than You Know,Axwell /\ Ingrosso,6126,Hungary
9,Let You Down,NF,5956,Hungary
10,Silence,Marshmello,5779,Hungary
1,rockstar,Post Malone,274646,Canada
2,Havana,Camila Cabello,160006,Canada
3,Ghostface Killers,21 Savage,135975,Canada
4,Wolves,Selena Gomez,135171,Canada
5,Gucci Gang,Lil Pump,129958,Canada
6,What Lovers Do,Maroon 5,115616,Canada
7,Silence,Marshmello,112098,Canada
8,New Rules,Dua Lipa,109461,Canada
9,1-800-273-8255,Logic,105852,Canada
10,Let You Down,NF,102217,Canada
1,Criminal,Natti Natasha,61938,Peru
2,Mayores,Becky G,61770,Peru
3,Báilame - Remix,Nacho,59795,Peru
4,Me Rehúso,Danny Ocean,55066,Peru
5,Se Preparó,Ozuna,53891,Peru
6,Robarte un Beso,Carlos Vives,53623,Peru
7,Una Lady Como Tú,Manuel Turizo,46296,Peru
8,Suena El Dembow,Joey Montana,43958,Peru
9,Que Va,Alex Sensation,42836,Peru
10,Escápate Conmigo,Wisin,41820,Peru
1,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,32669,Belgium
2,rockstar,Post Malone,31802,Belgium
3,Havana,Camila Cabello,30681,Belgium
4,New Rules,Dua Lipa,28572,Belgium
5,Perfect,Ed Sheeran,24967,Belgium
6,Wolves,Selena Gomez,24482,Belgium
7,Silence,Marshmello,24435,Belgium
8,Dusk Till Dawn - Radio Edit,ZAYN,23337,Belgium
9,What Lovers Do,Maroon 5,22997,Belgium
10,Mwaka Moon,Kalash,21022,Belgium
1,Perfect,Ed Sheeran,53183,Malaysia
2,Dusk Till Dawn - Radio Edit,ZAYN,49618,Malaysia
3,Too Good At Goodbyes - Edit,Sam Smith,48685,Malaysia
4,Havana,Camila Cabello,45045,Malaysia
5,New Rules,Dua Lipa,39081,Malaysia
6,What Lovers Do,Maroon 5,38140,Malaysia
7,Wolves,Selena Gomez,37970,Malaysia
8,How Long,Charlie Puth,36129,Malaysia
9,Young Dumb & Broke,Khalid,30382,Malaysia
10,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,25807,Malaysia
1,rockstar,Post Malone,108995,Denmark
2,1-800-273-8255,Logic,74343,Denmark
3,Havana,Camila Cabello,72111,Denmark
4,JACKPOT,MellemFingaMuzik,68538,Denmark
5,Let You Down,NF,66657,Denmark
6,Silence,Marshmello,62670,Denmark
7,Laila (feat. Jimilian),Sleiman,61095,Denmark
8,Too Good At Goodbyes - Edit,Sam Smith,59479,Denmark
9,Wolves,Selena Gomez,58540,Denmark
10,Gi Mig Det Hele,NODE,54612,Denmark
1,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,9317,Bolivia
2,Suena El Dembow,Joey Montana,8308,Bolivia
3,Mayores,Becky G,8131,Bolivia
4,Criminal,Natti Natasha,7685,Bolivia
5,Que Va,Alex Sensation,7646,Bolivia
6,Me Rehúso,Danny Ocean,6952,Bolivia
7,Se Preparó,Ozuna,6612,Bolivia
8,Robarte un Beso,Carlos Vives,6545,Bolivia
9,Perro Fiel,Shakira,6383,Bolivia
10,Báilame - Remix,Nacho,6084,Bolivia
1,Havana,Camila Cabello,36997,Poland
2,rockstar,Post Malone,36049,Poland
3,Dusk Till Dawn - Radio Edit,ZAYN,34921,Poland
4,New Rules,Dua Lipa,31102,Poland
5,Feel It Still,Portugal. The Man,30414,Poland
6,Wolves,Selena Gomez,30261,Poland
7,More Than You Know,Axwell /\ Ingrosso,28854,Poland
8,What Lovers Do,Maroon 5,27543,Poland
9,Perfect,Ed Sheeran,25670,Poland
10,Thunder,Imagine Dragons,24641,Poland
1,Was Du Liebe nennst,Bausa,22782,Austria
2,rockstar,Post Malone,20159,Austria
3,Havana,Camila Cabello,18456,Austria
4,Dusk Till Dawn - Radio Edit,ZAYN,16053,Austria
5,Silence,Marshmello,14016,Austria
6,More Than You Know,Axwell /\ Ingrosso,12897,Austria
7,Perfect,Ed Sheeran,12818,Austria
8,New Rules,Dua Lipa,12817,Austria
9,Feel It Still,Portugal. The Man,12709,Austria
10,I Like Me Better,Lauv,12490,Austria
1,rockstar,Post Malone,31383,Portugal
2,Havana,Camila Cabello,26907,Portugal
3,New Rules,Dua Lipa,22553,Portugal
4,Dusk Till Dawn - Radio Edit,ZAYN,21205,Portugal
5,Wolves,Selena Gomez,17730,Portugal
6,Silence,Marshmello,17163,Portugal
7,What Lovers Do,Maroon 5,17097,Portugal
8,1-800-273-8255,Logic,16131,Portugal
9,Gucci Gang,Lil Pump,15882,Portugal
10,Too Good At Goodbyes - Edit,Sam Smith,15733,Portugal
1,rockstar,Post Malone,226240,Sweden
2,Let You Down,NF,190837,Sweden
3,Dusk Till Dawn - Radio Edit,ZAYN,180189,Sweden
4,Perfect,Ed Sheeran,177856,Sweden
5,Silence,Marshmello,162599,Sweden
6,Too Good At Goodbyes - Edit,Sam Smith,147689,Sweden
7,Stargazing,Kygo,137033,Sweden
8,1-800-273-8255,Logic,136874,Sweden
9,Havana,Camila Cabello,129353,Sweden
10,Without You (feat. Sandro Cavazza),Avicii,129352,Sweden
1,Se Preparó,Ozuna,362860,Mexico
2,Criminal,Natti Natasha,347406,Mexico
3,Mayores,Becky G,335813,Mexico
4,Bonita,J Balvin,331770,Mexico
5,Me Rehúso,Danny Ocean,313101,Mexico
6,Que Va,Alex Sensation,290343,Mexico
7,Perro Fiel,Shakira,276507,Mexico
8,Una Lady Como Tú,Manuel Turizo,268303,Mexico
9,Robarte un Beso,Carlos Vives,255621,Mexico
10,Escápate Conmigo,Wisin,250286,Mexico
1,Suena El Dembow,Joey Montana,8357,Panama
2,Se Preparó,Ozuna,8300,Panama
3,Criminal,Natti Natasha,8260,Panama
4,Vuelve,Daddy Yankee,7200,Panama
5,Que Va,Alex Sensation,6950,Panama
6,Mayores,Becky G,6718,Panama
7,Robarte un Beso,Carlos Vives,6658,Panama
8,Báilame - Remix,Nacho,6483,Panama
9,Me Rehúso,Danny Ocean,6250,Panama
10,Escápate Conmigo,Wisin,5908,Panama
1,Criminal,Natti Natasha,16544,Uruguay
2,Se Preparó,Ozuna,13450,Uruguay
3,Mayores,Becky G,12505,Uruguay
4,Que Va,Alex Sensation,11708,Uruguay
5,Suena El Dembow,Joey Montana,11504,Uruguay
6,Perro Fiel,Shakira,10942,Uruguay
7,Báilame - Remix,Nacho,10709,Uruguay
8,Me Rehúso,Danny Ocean,10555,Uruguay
9,Vuelve,Daddy Yankee,10384,Uruguay
10,Bonita,J Balvin,8855,Uruguay
1,Já ég veit,Birnir,12806,Iceland
2,rockstar,Post Malone,8529,Iceland
3,B.O.B.A.,JóiPé,7226,Iceland
4,Havana,Camila Cabello,5606,Iceland
5,O Shit,JóiPé,5154,Iceland
6,Ég Vil Það,Chase,4771,Iceland
7,Sagan Af Okkur,JóiPé,4315,Iceland
8,Too Good At Goodbyes - Edit,Sam Smith,4082,Iceland
9,Perfect,Ed Sheeran,3892,Iceland
10,New Rules,Dua Lipa,3868,Iceland
1,Criminal,Natti Natasha,217070,Spain
2,Mayores,Becky G,206504,Spain
3,Se Preparó,Ozuna,195830,Spain
4,Me Rehúso,Danny Ocean,176550,Spain
5,Perro Fiel,Shakira,170171,Spain
6,Suena El Dembow,Joey Montana,167630,Spain
7,Báilame - Remix,Nacho,158948,Spain
8,Havana,Camila Cabello,146748,Spain
9,Que Va,Alex Sensation,146133,Spain
10,No vaya a ser,Pablo Alborán,140374,Spain
1,Havana,Camila Cabello,13602,Czech Republic
2,Wolves,Selena Gomez,13008,Czech Republic
3,rockstar,Post Malone,11664,Czech Republic
4,Dusk Till Dawn - Radio Edit,ZAYN,10440,Czech Republic
5,What Lovers Do,Maroon 5,10253,Czech Republic
6,Stargazing,Kygo,10156,Czech Republic
7,Feel It Still,Portugal. The Man,9988,Czech Republic
8,New Rules,Dua Lipa,9784,Czech Republic
9,Let You Down,NF,8911,Czech Republic
10,More Than You Know,Axwell /\ Ingrosso,8870,Czech Republic
1,Havana,Camila Cabello,43748,Ireland
2,rockstar,Post Malone,43322,Ireland
3,New Rules,Dua Lipa,37271,Ireland
4,Dusk Till Dawn - Radio Edit,ZAYN,31615,Ireland
5,What Lovers Do,Maroon 5,29810,Ireland
6,Silence,Marshmello,29593,Ireland
7,Lonely Together (feat. Rita Ora),Avicii,29391,Ireland
8,Let You Down,NF,28700,Ireland
9,Wolves,Selena Gomez,27151,Ireland
10,Too Good At Goodbyes - Edit,Sam Smith,26592,Ireland
1,Vervloekt,Frenna,274285,Netherlands
2,Patsergedrag,Sevn Alias,224665,Netherlands
3,rockstar,Post Malone,200395,Netherlands
4,Architect,Jonna Fraser,168510,Netherlands
5,Havana,Camila Cabello,158053,Netherlands
6,New Rules,Dua Lipa,153710,Netherlands
7,Perfect,Ed Sheeran,143239,Netherlands
8,Dusk Till Dawn - Radio Edit,ZAYN,140666,Netherlands
9,Too Good At Goodbyes - Edit,Sam Smith,139652,Netherlands
10,Ride Or Die,Josylvio,136035,Netherlands
1,Havana,Camila Cabello,4798,Slovakia
2,rockstar,Post Malone,4338,Slovakia
3,Wolves,Selena Gomez,4204,Slovakia
4,Dusk Till Dawn - Radio Edit,ZAYN,3501,Slovakia
5,What Lovers Do,Maroon 5,3339,Slovakia
6,Stargazing,Kygo,3145,Slovakia
7,New Rules,Dua Lipa,3102,Slovakia
8,Let You Down,NF,2861,Slovakia
9,Perfect,Ed Sheeran,2632,Slovakia
10,Feel It Still,Portugal. The Man,2624,Slovakia
1,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,63908,Colombia
2,Se Preparó,Ozuna,44678,Colombia
3,Criminal,Natti Natasha,44260,Colombia
4,Robarte un Beso,Carlos Vives,40633,Colombia
5,SUTRA,Sebastian Yatra,39093,Colombia
6,Besame,Valentino,38645,Colombia
7,Me Rehúso,Danny Ocean,36505,Colombia
8,Quiero Repetir,Ozuna,36242,Colombia
9,Bonita,J Balvin,32131,Colombia
10,Báilame - Remix,Nacho,31279,Colombia
1,Havana,Camila Cabello,57308,Singapore
2,Too Good At Goodbyes - Edit,Sam Smith,51436,Singapore
3,Dusk Till Dawn - Radio Edit,ZAYN,46458,Singapore
4,What Lovers Do,Maroon 5,46279,Singapore
5,Perfect,Ed Sheeran,46238,Singapore
6,Wolves,Selena Gomez,45976,Singapore
7,How Long,Charlie Puth,42419,Singapore
8,New Rules,Dua Lipa,41649,Singapore
9,Stargazing,Kygo,38398,Singapore
10,Silence,Marshmello,36786,Singapore
1,Havana,Camila Cabello,110177,Indonesia
2,Too Good At Goodbyes - Edit,Sam Smith,109354,Indonesia
3,Perfect,Ed Sheeran,100927,Indonesia
4,New Rules,Dua Lipa,93296,Indonesia
5,Dusk Till Dawn - Radio Edit,ZAYN,83595,Indonesia
6,What Lovers Do,Maroon 5,79919,Indonesia
7,How Long,Charlie Puth,79807,Indonesia
8,Wolves,Selena Gomez,79549,Indonesia
9,Akad,Payung Teduh,70730,Indonesia
10,Silence,Marshmello,67311,Indonesia
1,Vuelve,Daddy Yankee,9352,Dominican Republic
2,Se Preparó,Ozuna,8681,Dominican Republic
3,Criminal,Natti Natasha,8025,Dominican Republic
4,"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",Bad Bunny,7713,Dominican Republic
5,El Farsante,Ozuna,6792,Dominican Republic
6,Báilame - Remix,Nacho,6457,Dominican Republic
7,Explícale,Yandel,6363,Dominican Republic
8,Mayores,Becky G,6336,Dominican Republic
9,Me Rehúso,Danny Ocean,5929,Dominican Republic
10,Solo,El Nene La amenaza,5865,Dominican Republic
1,rockstar,Post Malone,491734,United Kingdom
2,Havana,Camila Cabello,403634,United Kingdom
3,New Rules,Dua Lipa,330609,United Kingdom
4,Silence,Marshmello,292007,United Kingdom
5,Dusk Till Dawn - Radio Edit,ZAYN,274161,United Kingdom
6,Lonely Together (feat. Rita Ora),Avicii,261891,United Kingdom
7,I Fall Apart,Post Malone,249160,United Kingdom
8,Too Good At Goodbyes - Edit,Sam Smith,249086,United Kingdom
9,Finders Keepers,Mabel,239571,United Kingdom
10,1-800-273-8255,Logic,237091,United Kingdom
1,Criminal,Natti Natasha,13495,Paraguay
2,Se Preparó,Ozuna,12452,Paraguay
3,Quiero Repetir,Ozuna,11853,Paraguay
4,Vuelve,Daddy Yankee,11040,Paraguay
5,Explícale,Yandel,9749,Paraguay
6,Báilame - Remix,Nacho,9661,Paraguay
7,Que Va,Alex Sensation,9565,Paraguay
8,Perro Fiel,Shakira,8727,Paraguay
9,Mayores,Becky G,8715,Paraguay
10,Robarte un Beso,Carlos Vives,8423,Paraguay
1,rockstar,Post Malone,285773,Australia
2,Havana,Camila Cabello,220476,Australia
3,I Fall Apart,Post Malone,197094,Australia
4,Young Dumb & Broke,Khalid,179763,Australia
5,New Rules,Dua Lipa,176475,Australia
6,1-800-273-8255,Logic,166991,Australia
7,Silence,Marshmello,162692,Australia
8,Too Good At Goodbyes - Edit,Sam Smith,150217,Australia
9,Dusk Till Dawn - Radio Edit,ZAYN,150006,Australia
10,What Lovers Do,Maroon 5,149905,Australia
1,rockstar,Post Malone,5731,Latvia
2,Tevis d??,Pr?ta V?tra,5101,Latvia
3,Havana,Camila Cabello,3348,Latvia
4,Feel It Still,Portugal. The Man,3250,Latvia
5,Gucci Gang,Lil Pump,2895,Latvia
6,Wolves,Selena Gomez,2869,Latvia
7,Dusk Till Dawn - Radio Edit,ZAYN,2831,Latvia
8,Stargazing,Kygo,2596,Latvia
9,New Rules,Dua Lipa,2540,Latvia
10,What Lovers Do,Maroon 5,2492,Latvia
1,rockstar,Post Malone,8498,Greece
2,Havana,Camila Cabello,6549,Greece
3,Wolves,Selena Gomez,4960,Greece
4,New Rules,Dua Lipa,4847,Greece
5,Dusk Till Dawn - Radio Edit,ZAYN,4843,Greece
6,Gucci Gang,Lil Pump,4022,Greece
7,How Long,Charlie Puth,3677,Greece
8,What Lovers Do,Maroon 5,3652,Greece
9,Feel It Still,Portugal. The Man,3533,Greece
10,Stargazing,Kygo,3223,Greece
1,Wolves,Selena Gomez,17498,Hong Kong
2,Havana,Camila Cabello,16789,Hong Kong
3,How Long,Charlie Puth,13982,Hong Kong
4,What Lovers Do,Maroon 5,13781,Hong Kong
5,Dusk Till Dawn - Radio Edit,ZAYN,12600,Hong Kong
6,Perfect,Ed Sheeran,11819,Hong Kong
7,New Rules,Dua Lipa,11363,Hong Kong
8,Too Good At Goodbyes - Edit,Sam Smith,11135,Hong Kong
9,Stargazing,Kygo,10899,Hong Kong
10,rockstar,Post Malone,10432,Hong Kong
