date,moisture,light,humidity,temperature,price
16 1 2017,82,58,56,67,70
16 1 2017,45,77,23,53,79
17 1 2017,98,38,68,50,32
17 1 2017,65,36,51,45,58
17 1 2017,51,65,33,63,65
17 1 2017,74,32,46,53,19
17 1 2017,72,50,39,71,56
18 1 2017,88,42,31,76,53
18 1 2017,67,59,47,47,61
18 1 2017,44,57,26,51,14
18 1 2017,43,68,39,40,52
18 1 2017,86,34,59,49,63
19 1 2017,65,31,43,77,92
19 1 2017,63,34,24,54,45
19 1 2017,100,44,67,70,87
19 1 2017,70,31,53,56,49
19 1 2017,91,79,59,53,44
20 1 2017,48,62,20,64,91
20 1 2017,72,69,70,80,25
20 1 2017,83,39,28,65,82
20 1 2017,70,34,66,53,31
20 1 2017,70,80,68,47,45
21 1 2017,55,74,56,58,94
21 1 2017,78,67,25,53,45
21 1 2017,82,59,38,65,53
21 1 2017,55,70,34,46,95
21 1 2017,51,41,49,48,77
22 1 2017,52,80,52,53,13
22 1 2017,74,74,31,60,64
22 1 2017,82,74,23,40,42
22 1 2017,50,62,39,78,86
22 1 2017,51,39,20,76,54
23 1 2017,54,76,66,55,25
23 1 2017,88,64,41,51,83
23 1 2017,87,72,64,57,37
23 1 2017,92,63,40,79,71
23 1 2017,68,70,68,55,93
24 1 2017,61,69,42,59,63
24 1 2017,67,70,36,47,96
24 1 2017,73,37,41,48,90
24 1 2017,79,53,29,57,44
24 1 2017,57,39,49,62,33
25 1 2017,84,30,47,47,59
25 1 2017,66,69,23,46,77
25 1 2017,91,78,41,53,56
25 1 2017,68,75,67,69,38
25 1 2017,58,32,68,63,11
26 1 2017,66,40,56,57,92
26 1 2017,89,35,23,80,59
26 1 2017,91,44,21,71,93
26 1 2017,62,75,65,50,71
26 1 2017,55,58,33,77,81
27 1 2017,90,39,21,56,96
27 1 2017,90,62,21,70,49
27 1 2017,56,44,65,78,83
27 1 2017,49,31,53,71,43
27 1 2017,58,44,33,61,58
28 1 2017,76,56,63,70,28
28 1 2017,93,77,29,63,43
28 1 2017,49,72,61,63,41
28 1 2017,77,72,61,80,25
28 1 2017,84,57,67,49,83
29 1 2017,64,71,39,70,91
29 1 2017,44,63,70,49,31
29 1 2017,79,33,46,42,43
29 1 2017,73,47,36,79,30
29 1 2017,53,66,51,45,34
30 1 2017,63,54,63,61,46
30 1 2017,84,64,69,80,84
30 1 2017,44,80,25,58,16
30 1 2017,57,48,66,76,13
30 1 2017,72,79,41,40,80
31 1 2017,88,77,49,61,42
31 1 2017,96,63,69,72,60
31 1 2017,74,74,69,68,20
31 1 2017,73,76,58,42,54
31 1 2017,71,52,40,53,41
1 2 2017,66,46,44,73,64
1 2 2017,97,50,39,44,40
1 2 2017,70,65,29,63,60
1 2 2017,78,38,20,79,42
1 2 2017,42,78,35,55,56
2 2 2017,100,35,27,60,66
2 2 2017,41,69,65,70,58
2 2 2017,55,75,48,44,10
2 2 2017,40,56,63,72,63
2 2 2017,47,43,49,55,64
3 2 2017,47,75,70,59,75
3 2 2017,86,38,54,48,73
3 2 2017,60,68,53,56,19
3 2 2017,74,61,33,80,53
3 2 2017,91,77,25,47,78
4 2 2017,57,39,36,72,88
4 2 2017,73,48,24,51,85
4 2 2017,97,55,37,79,73
4 2 2017,42,75,29,60,48
4 2 2017,73,40,30,74,87
5 2 2017,80,57,65,54,20
5 2 2017,76,74,54,77,51
5 2 2017,84,73,44,67,10
5 2 2017,75,74,36,46,75
5 2 2017,80,67,67,57,42
6 2 2017,58,65,37,50,33
6 2 2017,79,50,29,60,19
6 2 2017,100,67,32,79,73
6 2 2017,85,71,63,55,62
6 2 2017,98,79,43,42,75
7 2 2017,65,69,39,67,11
7 2 2017,95,41,42,58,82
7 2 2017,71,79,46,52,35
7 2 2017,42,66,41,44,37
7 2 2017,91,41,58,48,14
8 2 2017,53,74,25,73,29
8 2 2017,65,54,51,60,60
8 2 2017,91,53,27,47,25
8 2 2017,72,33,31,63,95
8 2 2017,54,46,45,65,73
9 2 2017,44,67,33,49,94
9 2 2017,71,62,63,64,76
9 2 2017,48,68,42,71,87
9 2 2017,76,73,22,50,96
9 2 2017,79,45,33,64,71
10 2 2017,64,41,55,68,25
10 2 2017,67,43,65,55,14
10 2 2017,47,38,47,73,52
10 2 2017,66,36,49,71,10
10 2 2017,65,55,67,58,64
11 2 2017,50,34,59,67,90
11 2 2017,54,40,68,65,96
11 2 2017,91,44,32,60,50
11 2 2017,54,55,27,50,18
11 2 2017,46,31,36,64,30
12 2 2017,94,63,57,68,82
12 2 2017,58,54,59,66,65
12 2 2017,58,34,55,71,88
12 2 2017,69,36,59,46,30
12 2 2017,73,60,57,73,81
13 2 2017,60,30,23,41,80
13 2 2017,63,36,57,59,12
13 2 2017,68,76,42,51,54
13 2 2017,87,73,68,57,80
13 2 2017,95,36,50,78,46
14 2 2017,97,74,27,53,22
14 2 2017,57,45,69,59,37
14 2 2017,61,38,55,67,67
14 2 2017,86,55,47,57,46
14 2 2017,76,39,54,75,73
15 2 2017,92,67,50,68,81
15 2 2017,48,43,42,67,15
15 2 2017,78,44,23,53,92
15 2 2017,79,41,59,76,39
15 2 2017,81,43,52,64,13
16 2 2017,42,80,60,70,50
16 2 2017,75,74,58,79,31
16 2 2017,58,54,30,48,55
16 2 2017,44,62,70,77,62
16 2 2017,81,70,58,60,19
17 2 2017,97,52,50,67,11
17 2 2017,93,63,56,68,27
17 2 2017,84,49,67,47,52
17 2 2017,94,63,48,41,77
17 2 2017,79,37,26,41,93
18 2 2017,91,37,40,72,73
18 2 2017,46,70,25,69,36
18 2 2017,64,51,21,54,13
18 2 2017,99,40,32,72,52
18 2 2017,54,80,41,54,18
19 2 2017,82,80,26,72,67
19 2 2017,46,56,59,46,41
19 2 2017,57,75,47,51,34
19 2 2017,57,70,45,44,69
19 2 2017,56,68,48,50,75
20 2 2017,72,79,27,64,80
20 2 2017,80,58,47,50,74
20 2 2017,67,68,43,45,58
20 2 2017,71,41,60,57,91
20 2 2017,49,72,34,69,36
21 2 2017,72,80,26,59,90
21 2 2017,69,72,70,61,44
21 2 2017,84,65,70,55,94
21 2 2017,62,52,65,59,42
21 2 2017,65,72,27,78,92
22 2 2017,73,44,27,50,34
22 2 2017,52,64,36,51,43
22 2 2017,74,40,47,66,23
22 2 2017,89,42,69,73,88
22 2 2017,48,55,36,78,62
23 2 2017,71,37,62,48,81
23 2 2017,42,75,41,60,85
23 2 2017,76,60,29,45,87
23 2 2017,76,76,24,57,28
23 2 2017,89,76,57,51,36
24 2 2017,48,44,33,63,45
24 2 2017,54,39,48,58,45
24 2 2017,86,76,51,62,90
24 2 2017,53,43,39,55,49
24 2 2017,40,71,65,61,44
25 2 2017,93,66,34,47,86
25 2 2017,49,57,58,66,80
25 2 2017,90,63,31,62,42
25 2 2017,69,78,20,68,13
25 2 2017,48,74,23,79,60
26 2 2017,81,52,44,46,83
26 2 2017,70,66,60,62,48
26 2 2017,92,67,29,55,47
26 2 2017,71,44,38,56,48
26 2 2017,66,78,53,47,50
27 2 2017,66,50,26,70,45
27 2 2017,55,72,43,56,29
27 2 2017,45,33,27,52,23
27 2 2017,92,32,21,48,72
27 2 2017,82,74,66,60,32
28 2 2017,40,79,45,45,98
28 2 2017,66,61,44,64,59
28 2 2017,79,56,33,68,56
28 2 2017,56,63,26,59,30
28 2 2017,57,59,40,71,97
1 3 2017,61,56,38,77,54
1 3 2017,70,42,52,56,14
1 3 2017,52,49,42,61,56
1 3 2017,55,52,43,73,85
1 3 2017,64,51,42,60,31
2 3 2017,49,60,28,54,41
2 3 2017,73,76,59,48,55
2 3 2017,78,64,54,75,52
2 3 2017,79,52,33,66,76
2 3 2017,73,80,27,48,37
3 3 2017,77,70,31,70,57
3 3 2017,82,65,61,68,31
3 3 2017,89,53,27,58,99
3 3 2017,100,46,37,50,72
3 3 2017,69,50,27,42,70
4 3 2017,79,74,59,46,68
4 3 2017,49,42,22,77,10
4 3 2017,71,51,34,44,17
4 3 2017,62,47,32,68,39
4 3 2017,67,42,49,41,86
5 3 2017,68,59,54,40,73
5 3 2017,56,69,42,57,92
5 3 2017,64,67,64,58,71
5 3 2017,92,50,41,47,13
5 3 2017,89,35,20,73,93
6 3 2017,69,56,21,68,16
6 3 2017,76,42,42,66,21
6 3 2017,42,41,32,45,75
6 3 2017,91,78,22,52,15
6 3 2017,63,30,27,80,60
7 3 2017,45,56,51,71,68
7 3 2017,100,40,41,45,59
7 3 2017,92,47,56,54,74
7 3 2017,62,73,22,46,42
7 3 2017,67,32,37,46,28
8 3 2017,59,32,60,46,53
8 3 2017,41,55,46,66,28
8 3 2017,55,75,35,40,77
8 3 2017,48,44,52,71,67
8 3 2017,52,69,52,73,56
9 3 2017,91,64,48,68,66
9 3 2017,58,52,43,69,11
9 3 2017,64,79,26,68,59
9 3 2017,58,64,56,72,17
9 3 2017,44,46,65,55,21
10 3 2017,83,71,33,44,73
10 3 2017,73,53,57,72,63
10 3 2017,61,67,39,79,10
10 3 2017,78,42,28,74,36
10 3 2017,93,47,47,40,92
11 3 2017,50,80,48,80,10
11 3 2017,61,61,63,74,26
11 3 2017,93,61,23,47,80
11 3 2017,62,64,28,68,66
11 3 2017,73,73,55,65,94
12 3 2017,76,33,48,63,19
12 3 2017,70,65,58,45,78
12 3 2017,67,35,40,41,36
12 3 2017,64,45,47,78,82
12 3 2017,70,67,47,41,100
13 3 2017,62,79,41,72,41
13 3 2017,77,41,57,61,72
13 3 2017,58,40,54,64,67
13 3 2017,55,31,34,56,72
13 3 2017,59,70,21,57,26
14 3 2017,82,33,50,80,68
14 3 2017,87,35,34,47,58
14 3 2017,59,49,45,42,20
14 3 2017,48,80,54,56,31
14 3 2017,60,39,31,67,40
15 3 2017,68,32,30,69,21
15 3 2017,40,70,69,48,46
15 3 2017,78,77,39,43,13
15 3 2017,84,36,40,73,27
15 3 2017,97,54,28,46,63
16 3 2017,42,66,53,43,95
16 3 2017,62,33,61,78,67
16 3 2017,68,79,44,70,52
16 3 2017,96,77,66,44,47
16 3 2017,42,75,25,57,38
17 3 2017,97,80,41,58,41
17 3 2017,78,79,40,69,50
17 3 2017,50,32,60,77,66
17 3 2017,59,72,63,59,55
17 3 2017,40,76,46,58,69
18 3 2017,66,35,53,65,96
18 3 2017,85,50,43,50,71
18 3 2017,75,45,54,65,62
18 3 2017,76,33,36,73,30
18 3 2017,41,70,28,59,17
19 3 2017,45,77,63,40,66
19 3 2017,100,47,23,58,86
19 3 2017,90,54,70,40,93
19 3 2017,64,80,60,64,52
19 3 2017,51,72,45,44,85
20 3 2017,53,74,21,78,72
20 3 2017,67,34,29,51,20
20 3 2017,52,55,62,73,51
20 3 2017,98,77,20,63,44
20 3 2017,93,41,50,41,20
21 3 2017,50,76,56,72,38
21 3 2017,52,58,63,40,84
21 3 2017,92,61,20,45,85
21 3 2017,51,73,30,47,67
21 3 2017,58,62,55,67,85
22 3 2017,92,31,41,58,11
22 3 2017,79,44,20,41,51
22 3 2017,86,43,68,50,26
22 3 2017,96,64,34,59,68
22 3 2017,93,43,53,43,72
23 3 2017,57,38,58,68,96
23 3 2017,45,63,61,45,60
23 3 2017,87,53,66,72,61
23 3 2017,80,80,25,50,95
23 3 2017,49,47,32,69,65
24 3 2017,59,34,29,75,53
24 3 2017,75,66,24,42,60
24 3 2017,73,39,58,47,68
24 3 2017,57,74,45,77,35
24 3 2017,46,80,65,40,75
25 3 2017,45,79,25,65,94
25 3 2017,45,55,55,75,34
25 3 2017,73,73,70,54,63
25 3 2017,64,39,33,73,63
25 3 2017,41,55,50,58,20
26 3 2017,81,61,31,43,79
26 3 2017,98,69,22,69,97
26 3 2017,93,63,34,73,90
26 3 2017,96,56,44,46,66
26 3 2017,84,40,20,79,63
27 3 2017,72,67,23,50,72
27 3 2017,98,56,26,72,28
27 3 2017,61,56,28,57,75
27 3 2017,69,39,33,66,20
27 3 2017,90,49,31,56,54
28 3 2017,45,66,40,47,97
28 3 2017,85,45,45,69,36
28 3 2017,47,50,23,79,10
28 3 2017,53,39,42,79,91
28 3 2017,56,55,37,55,18
29 3 2017,57,50,41,54,73
29 3 2017,91,71,53,57,16
29 3 2017,70,68,46,53,16
29 3 2017,90,71,26,63,11
29 3 2017,61,70,35,52,48
30 3 2017,83,77,20,55,52
30 3 2017,74,31,69,67,94
30 3 2017,63,42,67,77,99
30 3 2017,79,32,53,75,82
30 3 2017,82,42,35,42,28
31 3 2017,74,30,26,64,76
31 3 2017,99,73,32,46,42
31 3 2017,76,35,37,48,71
31 3 2017,73,32,23,75,24
31 3 2017,73,48,57,68,22
1 4 2017,93,63,44,74,19
1 4 2017,64,61,30,76,36
1 4 2017,92,65,61,63,80
1 4 2017,55,77,55,48,27
1 4 2017,93,67,33,42,49
2 4 2017,96,68,25,72,13
2 4 2017,70,53,22,58,83
2 4 2017,47,75,30,72,25
2 4 2017,91,34,52,54,92
2 4 2017,55,47,23,40,86
3 4 2017,65,37,50,78,49
3 4 2017,51,41,70,78,79
3 4 2017,64,32,63,64,92
3 4 2017,88,33,35,41,15
3 4 2017,67,79,27,67,33
4 4 2017,52,66,35,63,31
4 4 2017,93,64,54,75,22
4 4 2017,84,52,53,41,29
4 4 2017,63,37,52,78,92
4 4 2017,95,58,52,65,44
5 4 2017,87,31,21,66,86
5 4 2017,45,72,55,69,39
5 4 2017,82,75,59,48,18
5 4 2017,96,80,20,74,55
5 4 2017,66,44,63,48,28
6 4 2017,45,42,67,78,23
6 4 2017,57,34,47,60,33
6 4 2017,61,51,59,42,61
6 4 2017,92,64,40,50,90
6 4 2017,56,50,21,47,28
7 4 2017,71,73,70,49,99
7 4 2017,94,44,39,54,42
7 4 2017,78,68,48,80,48
7 4 2017,48,60,58,57,44
7 4 2017,96,54,62,41,60
8 4 2017,61,53,66,78,76
8 4 2017,86,62,57,49,51
8 4 2017,60,34,61,62,37
8 4 2017,94,39,28,43,96
8 4 2017,79,55,51,78,79
9 4 2017,97,33,67,54,90
9 4 2017,100,41,48,59,82
9 4 2017,64,66,33,66,98
9 4 2017,73,55,28,58,67
9 4 2017,97,32,42,59,72
10 4 2017,85,72,62,44,19
10 4 2017,98,77,49,71,70
10 4 2017,95,64,58,48,66
10 4 2017,98,48,62,78,74
10 4 2017,79,59,61,42,74
11 4 2017,52,74,57,64,34
11 4 2017,94,57,57,63,85
11 4 2017,74,56,41,60,14
11 4 2017,61,53,62,45,24
11 4 2017,81,63,42,80,86
12 4 2017,54,58,45,75,36
12 4 2017,66,66,20,60,25
12 4 2017,64,58,69,68,84
12 4 2017,50,78,20,50,77
12 4 2017,81,59,63,69,61
13 4 2017,64,66,24,77,59
13 4 2017,76,46,24,45,23
13 4 2017,40,40,40,61,87
13 4 2017,53,33,25,66,18
13 4 2017,69,73,64,75,100
14 4 2017,53,77,31,75,16
14 4 2017,56,44,60,40,96
14 4 2017,58,70,51,51,28
14 4 2017,78,73,48,66,43
14 4 2017,51,78,50,54,97
15 4 2017,53,80,63,40,76
15 4 2017,92,34,22,68,39
15 4 2017,96,41,49,41,43
15 4 2017,64,68,45,42,49
15 4 2017,82,78,28,57,25
16 4 2017,75,37,46,62,60
16 4 2017,48,70,44,65,85
16 4 2017,50,53,26,73,84
16 4 2017,73,46,60,54,97
16 4 2017,94,77,44,63,16
17 4 2017,64,74,64,66,94
17 4 2017,41,67,43,63,15
17 4 2017,47,37,52,72,87
17 4 2017,45,74,70,74,61
17 4 2017,90,59,50,70,54
18 4 2017,66,73,65,41,33
18 4 2017,47,61,23,65,54
18 4 2017,74,59,66,44,35
18 4 2017,49,70,24,72,99
18 4 2017,72,46,25,46,33
19 4 2017,97,58,38,41,87
19 4 2017,63,41,51,80,43
19 4 2017,91,31,26,66,37
19 4 2017,65,32,42,78,52
19 4 2017,59,50,53,57,61
20 4 2017,90,46,63,57,92
20 4 2017,60,34,45,79,47
20 4 2017,56,32,70,62,53
20 4 2017,47,54,59,61,24
20 4 2017,84,71,27,48,36
21 4 2017,42,49,30,54,90
21 4 2017,52,66,68,61,15
21 4 2017,97,46,66,51,59
21 4 2017,47,33,48,79,89
21 4 2017,100,49,53,73,86
22 4 2017,94,39,38,50,90
22 4 2017,72,48,20,56,30
22 4 2017,45,80,43,75,41
22 4 2017,89,60,28,74,90
22 4 2017,40,63,40,80,18
23 4 2017,67,70,61,73,31
23 4 2017,64,58,65,45,74
23 4 2017,82,37,38,40,84
23 4 2017,62,34,20,41,68
23 4 2017,93,65,53,51,11
24 4 2017,57,41,40,70,57
24 4 2017,91,65,26,65,100
24 4 2017,79,73,66,45,26
24 4 2017,42,49,34,56,24
24 4 2017,64,77,55,57,22
25 4 2017,47,49,67,42,71
25 4 2017,56,30,47,57,74
25 4 2017,81,61,58,69,36
25 4 2017,53,56,65,68,51
25 4 2017,53,55,63,72,14
26 4 2017,52,45,34,48,19
26 4 2017,43,47,47,69,57
26 4 2017,97,33,42,46,22
26 4 2017,56,63,60,79,16
26 4 2017,85,76,21,45,72
27 4 2017,50,43,63,62,24
27 4 2017,93,56,39,52,16
27 4 2017,79,79,35,41,82
27 4 2017,45,63,50,40,44
27 4 2017,85,73,46,46,52
28 4 2017,61,57,46,66,32
28 4 2017,58,73,49,63,99
28 4 2017,44,32,51,79,32
28 4 2017,51,43,55,80,90
28 4 2017,80,72,29,50,56
29 4 2017,99,58,56,69,84
29 4 2017,88,30,60,73,60
29 4 2017,68,76,64,75,37
29 4 2017,73,44,48,73,11
29 4 2017,64,79,60,61,68
30 4 2017,88,77,29,71,34
30 4 2017,41,73,28,54,54
30 4 2017,61,55,61,75,20
30 4 2017,70,59,35,54,64
30 4 2017,48,52,29,59,22
1 5 2017,83,58,22,51,14
1 5 2017,81,53,22,67,74
1 5 2017,41,48,60,79,66
1 5 2017,96,59,31,54,99
1 5 2017,46,30,63,50,97
2 5 2017,62,41,54,78,86
2 5 2017,50,44,30,60,38
2 5 2017,77,42,53,61,47
2 5 2017,45,41,45,42,49
2 5 2017,91,68,55,50,29
3 5 2017,53,48,57,74,50
3 5 2017,86,54,64,41,21
3 5 2017,62,47,25,53,11
3 5 2017,45,37,56,64,62
3 5 2017,77,63,52,73,19
4 5 2017,57,44,36,59,69
4 5 2017,67,79,59,75,50
4 5 2017,86,46,28,54,88
4 5 2017,51,72,51,44,39
4 5 2017,83,37,66,64,29
5 5 2017,99,50,65,80,15
5 5 2017,52,35,45,70,28
5 5 2017,81,57,69,72,25
5 5 2017,43,59,39,55,23
5 5 2017,81,48,41,78,75
6 5 2017,53,33,27,57,85
6 5 2017,56,59,70,70,88
6 5 2017,84,69,24,48,84
6 5 2017,64,76,37,48,40
6 5 2017,94,72,22,57,16
7 5 2017,84,69,45,41,66
7 5 2017,55,57,57,71,19
7 5 2017,42,38,43,55,49
7 5 2017,66,56,58,57,19
7 5 2017,61,59,39,58,40
8 5 2017,97,48,43,70,55
8 5 2017,91,48,28,62,82
8 5 2017,72,65,23,51,82
8 5 2017,89,64,39,70,34
8 5 2017,49,48,39,41,27
9 5 2017,65,74,56,45,60
9 5 2017,87,31,23,77,63
9 5 2017,41,53,26,72,45
9 5 2017,85,72,47,78,47
9 5 2017,84,53,39,40,23
10 5 2017,100,68,45,58,96
10 5 2017,99,54,70,76,55
10 5 2017,61,32,21,56,26
10 5 2017,72,77,20,77,21
10 5 2017,60,52,34,41,63
11 5 2017,97,75,23,40,86
11 5 2017,45,45,54,53,41
11 5 2017,53,80,31,62,58
11 5 2017,43,54,52,43,52
11 5 2017,47,52,31,50,60
12 5 2017,99,62,23,43,11
12 5 2017,79,74,32,49,25
12 5 2017,91,63,56,67,32
12 5 2017,66,70,27,47,30
12 5 2017,41,68,60,78,41
13 5 2017,45,44,41,59,98
13 5 2017,65,45,36,76,84
13 5 2017,83,49,58,60,68
13 5 2017,55,34,26,75,12
13 5 2017,61,48,65,58,78
14 5 2017,41,72,55,50,24
14 5 2017,65,68,47,57,53
14 5 2017,84,63,42,80,43
14 5 2017,80,78,36,52,49
14 5 2017,69,71,25,63,88
15 5 2017,50,73,63,64,26
15 5 2017,56,68,34,41,64
15 5 2017,95,33,67,54,73
15 5 2017,99,75,22,59,64
15 5 2017,58,54,65,56,45
16 5 2017,87,56,62,44,74
16 5 2017,59,50,59,80,73
16 5 2017,63,36,21,79,34
16 5 2017,49,55,65,52,35
16 5 2017,73,79,24,79,71
17 5 2017,41,67,25,80,100
17 5 2017,46,59,38,78,76
17 5 2017,52,56,22,62,10
17 5 2017,88,73,58,52,72
17 5 2017,48,73,65,53,100
18 5 2017,59,32,58,62,31
18 5 2017,78,66,49,71,27
18 5 2017,59,76,20,56,80
18 5 2017,93,61,63,73,45
18 5 2017,74,37,48,57,75
19 5 2017,46,50,57,41,27
19 5 2017,98,74,28,40,20
19 5 2017,65,57,62,68,98
19 5 2017,76,55,41,68,26
19 5 2017,48,78,37,60,86
20 5 2017,83,60,33,41,88
20 5 2017,72,39,57,75,11
20 5 2017,92,55,27,77,91
20 5 2017,60,30,27,68,96
20 5 2017,58,65,24,69,86
21 5 2017,83,80,26,50,21
21 5 2017,89,66,38,51,63
21 5 2017,77,36,44,70,65
21 5 2017,51,70,39,51,69
21 5 2017,46,57,59,73,96
22 5 2017,62,80,63,67,39
22 5 2017,96,60,60,74,78
22 5 2017,66,73,60,55,51
22 5 2017,86,74,55,56,43
22 5 2017,54,31,69,68,81
23 5 2017,47,44,58,52,26
23 5 2017,52,70,38,62,52
23 5 2017,50,56,58,67,84
23 5 2017,84,56,23,40,75
23 5 2017,62,73,26,63,19
24 5 2017,74,58,43,44,92
24 5 2017,69,77,68,51,69
24 5 2017,88,64,64,48,99
24 5 2017,54,62,59,78,77
24 5 2017,60,73,24,80,61
25 5 2017,78,45,59,68,13
25 5 2017,70,63,54,73,56
25 5 2017,87,31,68,72,92
25 5 2017,49,73,57,65,48
25 5 2017,67,66,42,40,15
26 5 2017,82,44,21,63,83
26 5 2017,57,40,26,43,95
26 5 2017,98,74,69,74,70
26 5 2017,93,75,43,73,63
26 5 2017,91,79,29,67,33
27 5 2017,90,33,23,61,13
27 5 2017,67,41,26,41,25
27 5 2017,68,31,37,49,19
27 5 2017,61,34,37,60,57
27 5 2017,62,47,47,44,75
28 5 2017,82,41,65,60,90
28 5 2017,50,63,23,80,96
28 5 2017,66,44,56,47,66
28 5 2017,70,60,48,40,73
28 5 2017,64,59,66,49,31
29 5 2017,46,68,33,74,39
29 5 2017,44,70,67,52,30
29 5 2017,60,46,21,59,97
29 5 2017,99,74,43,52,61
29 5 2017,81,36,59,76,19
30 5 2017,50,40,49,45,79
30 5 2017,85,63,34,80,75
30 5 2017,98,33,31,77,67
30 5 2017,56,55,31,44,55
30 5 2017,81,55,41,68,49
31 5 2017,54,71,28,71,62
31 5 2017,58,65,66,60,34
31 5 2017,83,56,33,77,31
31 5 2017,56,59,31,57,25
31 5 2017,75,78,32,61,91
1 6 2017,45,33,45,42,32
1 6 2017,43,69,49,70,68
1 6 2017,43,74,53,49,19
1 6 2017,65,70,42,76,29
1 6 2017,92,67,70,59,88
2 6 2017,60,59,63,41,65
2 6 2017,66,67,33,40,42
2 6 2017,73,58,57,55,67
2 6 2017,46,70,27,74,68
2 6 2017,97,80,68,53,45
3 6 2017,93,38,58,63,41
3 6 2017,70,39,69,51,91
3 6 2017,48,57,38,65,49
3 6 2017,71,47,65,53,83
3 6 2017,52,43,69,61,13
4 6 2017,51,45,44,46,18
4 6 2017,48,34,40,50,64
4 6 2017,66,71,34,44,79
4 6 2017,69,52,26,78,61
4 6 2017,87,77,59,49,51
5 6 2017,74,50,35,78,72
5 6 2017,73,52,33,64,41
5 6 2017,42,51,34,77,85
5 6 2017,78,44,22,78,65
5 6 2017,47,49,49,55,69
6 6 2017,60,42,57,75,80
6 6 2017,88,41,39,70,49
6 6 2017,76,77,69,57,96
6 6 2017,79,64,21,73,88
6 6 2017,97,36,34,53,14
7 6 2017,85,71,36,78,87
7 6 2017,60,70,52,80,36
7 6 2017,67,65,32,44,51
7 6 2017,70,72,62,70,89
7 6 2017,45,37,35,42,89
8 6 2017,46,80,43,77,13
8 6 2017,62,51,51,44,64
8 6 2017,85,47,41,46,22
8 6 2017,93,45,58,42,26
8 6 2017,79,53,30,72,59
9 6 2017,68,57,50,77,82
9 6 2017,96,56,48,46,94
9 6 2017,83,33,55,80,22
9 6 2017,95,33,60,71,51
9 6 2017,68,70,29,72,99
10 6 2017,72,64,21,48,61
10 6 2017,97,47,46,75,64
10 6 2017,89,44,47,68,75
10 6 2017,42,38,39,41,72
10 6 2017,94,62,46,68,92
11 6 2017,98,62,30,41,42
11 6 2017,46,37,45,69,44
11 6 2017,58,53,45,45,44
11 6 2017,92,54,53,51,84
11 6 2017,52,54,29,56,48
12 6 2017,73,50,46,62,73
12 6 2017,69,52,60,79,97
12 6 2017,79,32,25,68,57
12 6 2017,63,38,41,78,10
12 6 2017,64,36,57,72,65
13 6 2017,54,65,50,60,25
13 6 2017,43,43,61,73,95
13 6 2017,85,45,26,67,11
13 6 2017,91,41,69,46,37
13 6 2017,85,39,49,75,47
14 6 2017,75,33,42,56,75
14 6 2017,67,68,32,67,20
14 6 2017,66,59,44,46,70
14 6 2017,57,50,53,77,59
14 6 2017,52,55,62,42,86
15 6 2017,90,62,67,54,58
